County Name,Year,Income Per Capita($)
"Northampton, PA",2017,"51,895"
"Northumberland, PA",2017,"40,024"
"Perry, PA",2017,"42,789"
"Philadelphia, PA",2017,"52,629"
"Pike, PA",2017,"45,340"
"Potter, PA",2017,"40,149"
"Schuylkill, PA",2017,"40,585"
"Snyder, PA",2017,"40,322"
"Somerset, PA",2017,"39,845"
"Sullivan, PA",2017,"43,405"
"Susquehanna, PA",2017,"42,589"
"Tioga, PA",2017,"39,154"
"Union, PA",2017,"39,668"
"Venango, PA",2017,"39,572"
"Warren, PA",2017,"40,267"
"Washington, PA",2017,"55,749"
"Wayne, PA",2017,"41,630"
"Westmoreland, PA",2017,"49,062"
"Wyoming, PA",2017,"42,827"
"York, PA",2017,"47,835"
"Bristol, RI",2017,"74,445"
"Kent, RI",2017,"56,928"
"Newport, RI",2017,"65,072"
"Providence, RI",2017,"46,164"
"Washington, RI",2017,"60,848"
"Abbeville, SC",2017,"32,937"
"Aiken, SC",2017,"40,893"
"Allendale, SC",2017,"31,593"
"Anderson, SC",2017,"38,391"
"Bamberg, SC",2017,"31,915"
"Barnwell, SC",2017,"32,117"
"Beaufort, SC",2017,"53,766"
"Berkeley, SC",2017,"38,885"
"Calhoun, SC",2017,"37,199"
"Charleston, SC",2017,"58,588"
"Cherokee, SC",2017,"31,686"
"Chester, SC",2017,"32,650"
"Chesterfield, SC",2017,"29,480"
"Clarendon, SC",2017,"31,979"
"Colleton, SC",2017,"34,184"
"Darlington, SC",2017,"35,965"
"Dillon, SC",2017,"27,035"
"Dorchester, SC",2017,"37,282"
"Edgefield, SC",2017,"35,426"
"Fairfield, SC",2017,"35,558"
"Florence, SC",2017,"39,941"
"Georgetown, SC",2017,"45,167"
"Greenville, SC",2017,"46,922"
"Greenwood, SC",2017,"36,067"
"Hampton, SC",2017,"31,054"
"Horry, SC",2017,"35,971"
"Jasper, SC",2017,"27,920"
"Kershaw, SC",2017,"40,130"
"Lancaster, SC",2017,"47,281"
"Laurens, SC",2017,"33,422"
"Lee, SC",2017,"31,553"
"Lexington, SC",2017,"45,533"
"McCormick, SC",2017,"36,014"
"Marion, SC",2017,"30,135"
"Marlboro, SC",2017,"29,857"
"Newberry, SC",2017,"36,802"
"Oconee, SC",2017,"41,722"
"Orangeburg, SC",2017,"32,849"
"Pickens, SC",2017,"36,973"
"Richland, SC",2017,"44,250"
"Saluda, SC",2017,"33,625"
"Spartanburg, SC",2017,"41,783"
"Sumter, SC",2017,"36,978"
"Union, SC",2017,"31,618"
"Williamsburg, SC",2017,"31,437"
"York, SC",2017,"44,804"
"Aurora, SD",2017,"42,188"
"Beadle, SD",2017,"46,034"
"Bennett, SD",2017,"28,660"
"Bon Homme, SD",2017,"35,017"
"Brookings, SD",2017,"43,952"
"Brown, SD",2017,"50,189"
"Brule, SD",2017,"42,426"
"Buffalo, SD",2017,"22,737"
"Butte, SD",2017,"36,758"
"Campbell, SD",2017,"44,080"
"Charles Mix, SD",2017,"39,423"
"Clark, SD",2017,"41,859"
"Clay, SD",2017,"36,999"
"Codington, SD",2017,"46,732"
"Corson, SD",2017,"26,699"
"Custer, SD",2017,"46,334"
"Davison, SD",2017,"48,035"
"Day, SD",2017,"42,440"
"Deuel, SD",2017,"48,310"
"Dewey, SD",2017,"35,572"
"Douglas, SD",2017,"53,839"
"Edmunds, SD",2017,"44,492"
"Fall River, SD",2017,"45,055"
"Faulk, SD",2017,"36,548"
"Grant, SD",2017,"51,817"
"Gregory, SD",2017,"45,911"
"Haakon, SD",2017,"46,388"
"Hamlin, SD",2017,"41,278"
"Hand, SD",2017,"46,450"
"Hanson, SD",2017,"62,500"
"Harding, SD",2017,"50,483"
"Hughes, SD",2017,"51,341"
"Hutchinson, SD",2017,"47,139"
"Hyde, SD",2017,"53,192"
"Jackson, SD",2017,"25,153"
"Jerauld, SD",2017,"49,664"
"Jones, SD",2017,"49,127"
"Kingsbury, SD",2017,"44,774"
"Lake, SD",2017,"51,089"
"Lawrence, SD",2017,"47,991"
"Lincoln, SD",2017,"65,423"
"Lyman, SD",2017,"39,763"
"McCook, SD",2017,"48,903"
"McPherson, SD",2017,"34,336"
"Marshall, SD",2017,"42,075"
"Meade, SD",2017,"41,862"
"Mellette, SD",2017,"27,828"
"Miner, SD",2017,"47,041"
"Minnehaha, SD",2017,"55,037"
"Moody, SD",2017,"46,213"
"Oglala Lakota, SD*",2017,"23,987"
"Pennington, SD",2017,"49,414"
"Perkins, SD",2017,"44,019"
"Potter, SD",2017,"63,212"
"Roberts, SD",2017,"33,352"
"Sanborn, SD",2017,"45,654"
"Spink, SD",2017,"47,123"
"Stanley, SD",2017,"66,251"
"Sully, SD",2017,"64,360"
"Todd, SD",2017,"24,450"
"Tripp, SD",2017,"44,446"
"Turner, SD",2017,"59,210"
"Union, SD",2017,"103,772"
"Walworth, SD",2017,"43,197"
"Yankton, SD",2017,"47,715"
"Ziebach, SD",2017,"19,879"
"Anderson, TN",2017,"40,106"
"Bedford, TN",2017,"35,799"
"Benton, TN",2017,"32,715"
"Bledsoe, TN",2017,"25,154"
"Blount, TN",2017,"41,190"
"Bradley, TN",2017,"37,766"
"Campbell, TN",2017,"32,569"
"Cannon, TN",2017,"34,664"
"Carroll, TN",2017,"34,777"
"Carter, TN",2017,"33,088"
"Cheatham, TN",2017,"41,769"
"Chester, TN",2017,"32,532"
"Claiborne, TN",2017,"33,910"
"Clay, TN",2017,"30,471"
"Cocke, TN",2017,"30,637"
"Coffee, TN",2017,"37,323"
"Crockett, TN",2017,"34,675"
"Cumberland, TN",2017,"35,518"
"Davidson, TN",2017,"62,876"
"Decatur, TN",2017,"40,812"
"DeKalb, TN",2017,"38,125"
"Dickson, TN",2017,"38,766"
"Dyer, TN",2017,"38,310"
"Fayette, TN",2017,"52,993"
"Fentress, TN",2017,"31,029"
"Franklin, TN",2017,"37,289"
"Gibson, TN",2017,"37,414"
"Giles, TN",2017,"37,842"
"Grainger, TN",2017,"31,892"
"Greene, TN",2017,"38,618"
"Grundy, TN",2017,"29,839"
"Hamblen, TN",2017,"35,134"
"Hamilton, TN",2017,"49,813"
"Hancock, TN",2017,"25,777"
"Hardeman, TN",2017,"28,288"
"Hardin, TN",2017,"37,778"
"Hawkins, TN",2017,"32,806"
"Haywood, TN",2017,"30,348"
"Henderson, TN",2017,"34,542"
"Henry, TN",2017,"40,561"
"Hickman, TN",2017,"31,401"
"Houston, TN",2017,"32,184"
"Humphreys, TN",2017,"38,135"
"Jackson, TN",2017,"29,939"
"Jefferson, TN",2017,"34,289"
"Johnson, TN",2017,"31,510"
"Knox, TN",2017,"47,574"
"Lake, TN",2017,"22,576"
"Lauderdale, TN",2017,"27,910"
"Lawrence, TN",2017,"33,873"
"Lewis, TN",2017,"32,996"
"Lincoln, TN",2017,"39,511"
"Loudon, TN",2017,"46,340"
"McMinn, TN",2017,"34,645"
"McNairy, TN",2017,"31,310"
"Macon, TN",2017,"32,787"
"Madison, TN",2017,"40,781"
"Marion, TN",2017,"36,950"
"Marshall, TN",2017,"36,075"
"Maury, TN",2017,"40,901"
"Meigs, TN",2017,"32,771"
"Monroe, TN",2017,"31,971"
"Montgomery, TN",2017,"40,461"
"Moore, TN",2017,"39,731"
"Morgan, TN",2017,"28,339"
"Obion, TN",2017,"39,042"
"Overton, TN",2017,"32,381"
"Perry, TN",2017,"33,301"
"Pickett, TN",2017,"38,598"
"Polk, TN",2017,"32,647"
"Putnam, TN",2017,"38,079"
"Rhea, TN",2017,"32,842"
"Roane, TN",2017,"39,241"
"Robertson, TN",2017,"40,211"
"Rutherford, TN",2017,"39,262"
"Scott, TN",2017,"28,106"
"Sequatchie, TN",2017,"36,474"
"Sevier, TN",2017,"37,910"
"Shelby, TN",2017,"47,338"
"Smith, TN",2017,"36,263"
"Stewart, TN",2017,"39,111"
"Sullivan, TN",2017,"40,810"
"Sumner, TN",2017,"46,465"
"Tipton, TN",2017,"37,085"
"Trousdale, TN",2017,"28,849"
"Unicoi, TN",2017,"35,836"
"Union, TN",2017,"30,516"
"Van Buren, TN",2017,"30,207"
"Warren, TN",2017,"33,253"
"Washington, TN",2017,"41,539"
"Wayne, TN",2017,"27,448"
"Weakley, TN",2017,"36,146"
"White, TN",2017,"31,628"
"Williamson, TN",2017,"91,001"
"Wilson, TN",2017,"46,989"
"Anderson, TX",2017,"32,547"
"Andrews, TX",2017,"45,092"
"Angelina, TX",2017,"37,004"
"Aransas, TX",2017,"44,891"
"Archer, TX",2017,"47,302"
"Armstrong, TX",2017,"44,118"
"Atascosa, TX",2017,"35,464"
"Austin, TX",2017,"48,552"
"Bailey, TX",2017,"43,956"
"Bandera, TX",2017,"41,696"
"Bastrop, TX",2017,"34,895"
"Baylor, TX",2017,"39,407"
"Bee, TX",2017,"27,543"
"Bell, TX",2017,"41,905"
"Bexar, TX",2017,"43,878"
"Blanco, TX",2017,"49,915"
"Borden, TX",2017,"52,707"
"Bosque, TX",2017,"40,266"
"Bowie, TX",2017,"38,758"
"Brazoria, TX",2017,"45,575"
"Brazos, TX",2017,"37,278"
"Brewster, TX",2017,"42,271"
"Briscoe, TX",2017,"33,565"
"Brooks, TX",2017,"33,258"
"Brown, TX",2017,"37,219"
"Burleson, TX",2017,"40,718"
"Burnet, TX",2017,"44,593"
"Caldwell, TX",2017,"32,083"
"Calhoun, TX",2017,"36,603"
"Callahan, TX",2017,"37,170"
"Cameron, TX",2017,"27,427"
"Camp, TX",2017,"37,235"
"Carson, TX",2017,"42,974"
"Cass, TX",2017,"35,274"
"Castro, TX",2017,"50,578"
"Chambers, TX",2017,"52,075"
"Cherokee, TX",2017,"33,534"
"Childress, TX",2017,"28,853"
"Clay, TX",2017,"40,793"
"Cochran, TX",2017,"40,119"
"Coke, TX",2017,"39,046"
"Coleman, TX",2017,"38,663"
"Collin, TX",2017,"63,468"
"Collingsworth, TX",2017,"35,124"
"Colorado, TX",2017,"45,012"
"Comal, TX",2017,"56,325"
"Comanche, TX",2017,"39,960"
"Concho, TX",2017,"18,998"
"Cooke, TX",2017,"50,624"
"Coryell, TX",2017,"33,142"
"Cottle, TX",2017,"57,757"
"Crane, TX",2017,"42,497"
"Crockett, TX",2017,"38,073"
"Crosby, TX",2017,"30,754"
"Culberson, TX",2017,"47,328"
"Dallam, TX",2017,"53,368"
"Dallas, TX",2017,"55,947"
"Dawson, TX",2017,"35,739"
"Deaf Smith, TX",2017,"41,626"
"Delta, TX",2017,"34,263"
"Denton, TX",2017,"53,763"
"DeWitt, TX",2017,"51,763"
"Dickens, TX",2017,"31,270"
"Dimmit, TX",2017,"34,316"
"Donley, TX",2017,"42,778"
"Duval, TX",2017,"34,884"
"Eastland, TX",2017,"61,573"
"Ector, TX",2017,"42,548"
"Edwards, TX",2017,"32,845"
"Ellis, TX",2017,"42,741"
"El Paso, TX",2017,"34,242"
"Erath, TX",2017,"37,707"
"Falls, TX",2017,"31,999"
"Fannin, TX",2017,"36,567"
"Fayette, TX",2017,"50,750"
"Fisher, TX",2017,"35,079"
"Floyd, TX",2017,"36,911"
"Foard, TX",2017,"39,486"
"Fort Bend, TX",2017,"55,217"
"Franklin, TX",2017,"37,675"
"Freestone, TX",2017,"35,528"
"Frio, TX",2017,"27,076"
"Gaines, TX",2017,"35,234"
"Galveston, TX",2017,"49,618"
"Garza, TX",2017,"27,844"
"Gillespie, TX",2017,"57,351"
"Glasscock, TX",2017,"91,960"
"Goliad, TX",2017,"41,448"
"Gonzales, TX",2017,"41,211"
"Gray, TX",2017,"42,217"
"Grayson, TX",2017,"40,662"
"Gregg, TX",2017,"43,101"
"Grimes, TX",2017,"33,946"
"Guadalupe, TX",2017,"43,161"
"Hale, TX",2017,"30,784"
"Hall, TX",2017,"26,903"
"Hamilton, TX",2017,"57,022"
"Hansford, TX",2017,"61,180"
"Hardeman, TX",2017,"37,991"
"Hardin, TX",2017,"44,273"
"Harris, TX",2017,"53,708"
"Harrison, TX",2017,"39,812"
"Hartley, TX",2017,"64,268"
"Haskell, TX",2017,"33,593"
"Hays, TX",2017,"41,539"
"Hemphill, TX",2017,"55,393"
"Henderson, TX",2017,"37,992"
"Hidalgo, TX",2017,"25,451"
"Hill, TX",2017,"37,228"
"Hockley, TX",2017,"38,165"
"Hood, TX",2017,"48,989"
"Hopkins, TX",2017,"37,630"
"Houston, TX",2017,"35,966"
"Howard, TX",2017,"36,824"
"Hudspeth, TX",2017,"31,643"
"Hunt, TX",2017,"36,753"
"Hutchinson, TX",2017,"39,702"
"Irion, TX",2017,"63,268"
"Jack, TX",2017,"39,458"
"Jackson, TX",2017,"39,122"
"Jasper, TX",2017,"39,391"
"Jeff Davis, TX",2017,"39,037"
"Jefferson, TX",2017,"42,223"
"Jim Hogg, TX",2017,"29,753"
"Jim Wells, TX",2017,"38,766"
"Johnson, TX",2017,"40,237"
"Jones, TX",2017,"29,605"
"Karnes, TX",2017,"46,427"
"Kaufman, TX",2017,"41,440"
"Kendall, TX",2017,"81,411"
"Kenedy, TX",2017,"48,206"
"Kent, TX",2017,"47,512"
"Kerr, TX",2017,"47,670"
"Kimble, TX",2017,"40,848"
"King, TX",2017,"43,682"
"Kinney, TX",2017,"28,883"
"Kleberg, TX",2017,"37,388"
"Knox, TX",2017,"35,560"
"Lamar, TX",2017,"40,213"
"Lamb, TX",2017,"37,320"
"Lampasas, TX",2017,"48,084"
"La Salle, TX",2017,"34,012"
"Lavaca, TX",2017,"48,444"
"Lee, TX",2017,"44,829"
"Leon, TX",2017,"37,335"
"Liberty, TX",2017,"36,112"
"Limestone, TX",2017,"33,679"
"Lipscomb, TX",2017,"60,405"
"Live Oak, TX",2017,"33,333"
"Llano, TX",2017,"45,617"
"Loving, TX",2017,"50,853"
"Lubbock, TX",2017,"40,717"
"Lynn, TX",2017,"34,432"
"McCulloch, TX",2017,"36,784"
"McLennan, TX",2017,"39,680"
"McMullen, TX",2017,"68,178"
"Madison, TX",2017,"29,391"
"Marion, TX",2017,"35,869"
"Martin, TX",2017,"51,647"
"Mason, TX",2017,"43,190"
"Matagorda, TX",2017,"40,088"
"Maverick, TX",2017,"28,590"
"Medina, TX",2017,"37,878"
"Menard, TX",2017,"33,800"
"Midland, TX",2017,"110,511"
"Milam, TX",2017,"35,117"
"Mills, TX",2017,"36,251"
"Mitchell, TX",2017,"30,799"
"Montague, TX",2017,"39,683"
"Montgomery, TX",2017,"60,783"
"Moore, TX",2017,"40,370"
"Morris, TX",2017,"41,091"
"Motley, TX",2017,"28,478"
"Nacogdoches, TX",2017,"35,922"
"Navarro, TX",2017,"36,495"
"Newton, TX",2017,"32,100"
"Nolan, TX",2017,"40,545"
"Nueces, TX",2017,"42,474"
"Ochiltree, TX",2017,"53,656"
"Oldham, TX",2017,"47,670"
"Orange, TX",2017,"43,217"
"Palo Pinto, TX",2017,"37,631"
"Panola, TX",2017,"40,093"
"Parker, TX",2017,"51,441"
"Parmer, TX",2017,"47,208"
"Pecos, TX",2017,"34,110"
"Polk, TX",2017,"37,969"
"Potter, TX",2017,"41,721"
"Presidio, TX",2017,"39,788"
"Rains, TX",2017,"32,763"
"Randall, TX",2017,"46,249"
"Reagan, TX",2017,"42,138"
"Real, TX",2017,"33,159"
"Red River, TX",2017,"39,187"
"Reeves, TX",2017,"33,617"
"Refugio, TX",2017,"40,243"
"Roberts, TX",2017,"37,902"
"Robertson, TX",2017,"38,039"
"Rockwall, TX",2017,"58,872"
"Runnels, TX",2017,"38,087"
"Rusk, TX",2017,"34,630"
"Sabine, TX",2017,"33,646"
"San Augustine, TX",2017,"36,961"
"San Jacinto, TX",2017,"33,448"
"San Patricio, TX",2017,"41,936"
"San Saba, TX",2017,"36,449"
"Schleicher, TX",2017,"35,685"
"Scurry, TX",2017,"40,083"
"Shackelford, TX",2017,"108,260"
"Shelby, TX",2017,"38,733"
"Sherman, TX",2017,"63,291"
"Smith, TX",2017,"52,034"
"Somervell, TX",2017,"43,767"
"Starr, TX",2017,"25,447"
"Stephens, TX",2017,"36,060"
"Sterling, TX",2017,"53,915"
"Stonewall, TX",2017,"49,890"
"Sutton, TX",2017,"57,984"
"Swisher, TX",2017,"43,685"
"Tarrant, TX",2017,"48,892"
"Taylor, TX",2017,"42,874"
"Terrell, TX",2017,"44,418"
"Terry, TX",2017,"31,760"
"Throckmorton, TX",2017,"33,231"
"Titus, TX",2017,"33,215"
"Tom Green, TX",2017,"43,536"
"Travis, TX",2017,"63,418"
"Trinity, TX",2017,"33,099"
"Tyler, TX",2017,"31,071"
"Upshur, TX",2017,"34,832"
"Upton, TX",2017,"40,889"
"Uvalde, TX",2017,"37,788"
"Val Verde, TX",2017,"34,655"
"Van Zandt, TX",2017,"36,756"
"Victoria, TX",2017,"43,635"
"Walker, TX",2017,"26,880"
"Waller, TX",2017,"38,663"
"Ward, TX",2017,"42,704"
"Washington, TX",2017,"49,737"
"Webb, TX",2017,"30,153"
"Wharton, TX",2017,"40,086"
"Wheeler, TX",2017,"39,820"
"Wichita, TX",2017,"41,049"
"Wilbarger, TX",2017,"40,141"
"Willacy, TX",2017,"29,508"
"Williamson, TX",2017,"48,308"
"Wilson, TX",2017,"42,643"
"Winkler, TX",2017,"47,719"
"Wise, TX",2017,"42,208"
"Wood, TX",2017,"36,996"
"Yoakum, TX",2017,"39,067"
"Young, TX",2017,"47,634"
"Zapata, TX",2017,"26,723"
"Zavala, TX",2017,"27,144"
"Beaver, UT",2017,"32,777"
"Box Elder, UT",2017,"35,800"
"Cache, UT",2017,"37,518"
"Carbon, UT",2017,"36,013"
"Daggett, UT",2017,"38,788"
"Davis, UT",2017,"43,882"
"Duchesne, UT",2017,"35,387"
"Emery, UT",2017,"30,630"
"Garfield, UT",2017,"36,486"
"Grand, UT",2017,"50,409"
"Iron, UT",2017,"30,840"
"Juab, UT",2017,"34,560"
"Kane, UT",2017,"39,099"
"Millard, UT",2017,"35,195"
"Morgan, UT",2017,"49,753"
"Piute, UT",2017,"33,200"
"Rich, UT",2017,"34,189"
"Salt Lake, UT",2017,"49,866"
"San Juan, UT",2017,"25,344"
"Sanpete, UT",2017,"27,821"
"Sevier, UT",2017,"31,954"
"Summit, UT",2017,"123,795"
"Tooele, UT",2017,"35,253"
"Uintah, UT",2017,"30,135"
"Utah, UT",2017,"38,880"
"Wasatch, UT",2017,"50,664"
"Washington, UT",2017,"36,809"
"Wayne, UT",2017,"36,512"
"Weber, UT",2017,"39,832"
"Addison, VT",2017,"49,834"
"Bennington, VT",2017,"51,601"
"Caledonia, VT",2017,"39,877"
"Chittenden, VT",2017,"58,562"
"Essex, VT",2017,"35,279"
"Franklin, VT",2017,"44,824"
"Grand Isle, VT",2017,"57,266"
"Lamoille, VT",2017,"51,212"
"Orange, VT",2017,"45,331"
"Orleans, VT",2017,"42,121"
"Rutland, VT",2017,"49,838"
"Washington, VT",2017,"57,865"
"Windham, VT",2017,"48,976"
"Windsor, VT",2017,"55,418"
"Accomack, VA",2017,"40,715"
"Amelia, VA",2017,"43,064"
"Amherst, VA",2017,"35,527"
"Appomattox, VA",2017,"36,727"
"Arlington, VA",2017,"90,893"
"Bath, VA",2017,"60,042"
"Bedford, VA*",2017,"44,602"
"Bland, VA",2017,"35,331"
"Botetourt, VA",2017,"48,228"
"Brunswick, VA",2017,"31,653"
"Buchanan, VA",2017,"34,449"
"Buckingham, VA",2017,"29,450"
"Caroline, VA",2017,"40,604"
"Charles City, VA",2017,"43,500"
"Charlotte, VA",2017,"34,509"
"Chesterfield, VA",2017,"52,024"
"Clarke, VA",2017,"63,517"
"Craig, VA",2017,"36,710"
"Culpeper, VA",2017,"44,445"
"Cumberland, VA",2017,"37,457"
"Dickenson, VA",2017,"31,026"
"Essex, VA",2017,"40,721"
"Fauquier, VA",2017,"67,525"
"Floyd, VA",2017,"36,744"
"Fluvanna, VA",2017,"42,829"
"Franklin, VA",2017,"39,004"
"Giles, VA",2017,"38,194"
"Gloucester, VA",2017,"48,145"
"Goochland, VA",2017,"96,584"
"Grayson, VA",2017,"31,518"
"Greene, VA",2017,"42,446"
"Halifax, VA",2017,"35,571"
"Hanover, VA",2017,"58,166"
"Henrico, VA",2017,"64,355"
"Highland, VA",2017,"43,308"
"Isle of Wight, VA",2017,"53,048"
"King and Queen, VA",2017,"41,480"
"King George, VA",2017,"51,051"
"King William, VA",2017,"45,135"
"Lancaster, VA",2017,"56,871"
"Lee, VA",2017,"29,135"
"Loudoun, VA",2017,"74,878"
"Louisa, VA",2017,"41,125"
"Lunenburg, VA",2017,"32,208"
"Madison, VA",2017,"46,555"
"Mathews, VA",2017,"53,624"
"Mecklenburg, VA",2017,"35,764"
"Middlesex, VA",2017,"49,250"
"Nelson, VA",2017,"48,296"
"New Kent, VA",2017,"68,728"
"Northampton, VA",2017,"45,890"
"Northumberland, VA",2017,"49,102"
"Nottoway, VA",2017,"33,522"
"Orange, VA",2017,"46,906"
"Page, VA",2017,"37,451"
"Patrick, VA",2017,"32,885"
"Powhatan, VA",2017,"54,715"
"Prince Edward, VA",2017,"30,979"
"Pulaski, VA",2017,"38,384"
"Rappahannock, VA",2017,"61,609"
"Richmond, VA",2017,"35,508"
"Russell, VA",2017,"32,004"
"Scott, VA",2017,"32,258"
"Shenandoah, VA",2017,"42,958"
"Smyth, VA",2017,"35,729"
"Stafford, VA",2017,"52,940"
"Surry, VA",2017,"42,826"
"Sussex, VA",2017,"30,082"
"Tazewell, VA",2017,"37,042"
"Warren, VA",2017,"44,910"
"Westmoreland, VA",2017,"41,296"
"Wythe, VA",2017,"33,997"
"Alexandria (Independent City), VA",2017,"84,059"
"Chesapeake (Independent City), VA",2017,"48,528"
"Hampton (Independent City), VA",2017,"41,931"
"Newport News (Independent City), VA",2017,"41,684"
"Norfolk (Independent City), VA",2017,"40,107"
"Portsmouth (Independent City), VA",2017,"39,585"
"Richmond (Independent City), VA",2017,"54,139"
"Roanoke (Independent City), VA",2017,"41,824"
"Suffolk (Independent City), VA",2017,"49,703"
"Virginia Beach (Independent City), VA",2017,"55,731"
"Albemarle + Charlottesville, VA*",2017,"70,832"
"Alleghany + Covington, VA*",2017,"38,161"
"Augusta, Staunton + Waynesboro, VA*",2017,"42,622"
"Campbell + Lynchburg, VA*",2017,"36,317"
"Carroll + Galax, VA*",2017,"34,908"
"Dinwiddie, Colonial Heights + Petersburg, VA*",2017,"39,201"
"Fairfax, Fairfax City + Falls Church, VA*",2017,"78,430"
"Frederick + Winchester, VA*",2017,"48,870"
"Greensville + Emporia, VA*",2017,"31,774"
"Henry + Martinsville, VA*",2017,"37,642"
"James City + Williamsburg, VA*",2017,"62,671"
"Montgomery + Radford, VA*",2017,"36,020"
"Pittsylvania + Danville, VA*",2017,"36,970"
"Prince George + Hopewell, VA*",2017,"37,675"
"Prince William, Manassas + Manassas Park, VA*",2017,"52,555"
"Roanoke + Salem, VA*",2017,"50,124"
"Rockbridge, Buena Vista + Lexington, VA*",2017,"39,150"
"Rockingham + Harrisonburg, VA*",2017,"38,469"
"Southampton + Franklin, VA*",2017,"41,300"
"Spotsylvania + Fredericksburg, VA*",2017,"48,759"
"Washington + Bristol, VA*",2017,"39,269"
"Wise + Norton, VA*",2017,"31,587"
"York + Poquoson, VA*",2017,"56,549"
"Adams, WA",2017,"42,314"
"Asotin, WA",2017,"45,322"
"Benton, WA",2017,"46,034"
"Chelan, WA",2017,"52,454"
"Clallam, WA",2017,"44,045"
"Clark, WA",2017,"50,766"
"Columbia, WA",2017,"47,011"
"Cowlitz, WA",2017,"43,046"
"Douglas, WA",2017,"40,050"
"Ferry, WA",2017,"36,027"
"Franklin, WA",2017,"36,666"
"Garfield, WA",2017,"42,659"
"Grant, WA",2017,"39,488"
"Grays Harbor, WA",2017,"38,942"
"Island, WA",2017,"52,459"
"Jefferson, WA",2017,"50,090"
"King, WA",2017,"84,542"
"Kitsap, WA",2017,"52,833"
"Kittitas, WA",2017,"41,114"
"Klickitat, WA",2017,"46,695"
"Lewis, WA",2017,"41,100"
"Lincoln, WA",2017,"45,266"
"Mason, WA",2017,"40,735"
"Okanogan, WA",2017,"41,514"
"Pacific, WA",2017,"40,409"
"Pend Oreille, WA",2017,"40,008"
"Pierce, WA",2017,"49,137"
"San Juan, WA",2017,"72,862"
"Skagit, WA",2017,"50,119"
"Skamania, WA",2017,"43,372"
"Snohomish, WA",2017,"52,453"
"Spokane, WA",2017,"44,552"
"Stevens, WA",2017,"37,812"
"Thurston, WA",2017,"48,820"
"Wahkiakum, WA",2017,"40,917"
"Walla Walla, WA",2017,"44,178"
"Whatcom, WA",2017,"46,719"
"Whitman, WA",2017,"38,557"
"Yakima, WA",2017,"41,868"
"Barbour, WV",2017,"30,382"
"Berkeley, WV",2017,"39,677"
"Boone, WV",2017,"31,671"
"Braxton, WV",2017,"29,945"
"Brooke, WV",2017,"39,736"
"Cabell, WV",2017,"40,154"
"Calhoun, WV",2017,"28,331"
"Clay, WV",2017,"29,274"
"Doddridge, WV",2017,"26,739"
"Fayette, WV",2017,"32,740"
"Gilmer, WV",2017,"27,975"
"Grant, WV",2017,"36,184"
"Greenbrier, WV",2017,"36,291"
"Hampshire, WV",2017,"33,715"
"Hancock, WV",2017,"40,043"
"Hardy, WV",2017,"33,805"
"Harrison, WV",2017,"44,879"
"Jackson, WV",2017,"35,504"
"Jefferson, WV",2017,"47,932"
"Kanawha, WV",2017,"45,416"
"Lewis, WV",2017,"36,503"
"Lincoln, WV",2017,"28,802"
"Logan, WV",2017,"34,605"
"McDowell, WV",2017,"29,370"
"Marion, WV",2017,"40,236"
"Marshall, WV",2017,"38,082"
"Mason, WV",2017,"31,690"
"Mercer, WV",2017,"35,745"
"Mineral, WV",2017,"37,261"
"Mingo, WV",2017,"30,457"
"Monongalia, WV",2017,"42,782"
"Monroe, WV",2017,"29,430"
"Morgan, WV",2017,"33,190"
"Nicholas, WV",2017,"31,916"
"Ohio, WV",2017,"60,899"
"Pendleton, WV",2017,"35,236"
"Pleasants, WV",2017,"41,357"
"Pocahontas, WV",2017,"36,785"
"Preston, WV",2017,"34,296"
"Putnam, WV",2017,"43,973"
"Raleigh, WV",2017,"38,646"
"Randolph, WV",2017,"34,896"
"Ritchie, WV",2017,"34,962"
"Roane, WV",2017,"32,902"
"Summers, WV",2017,"31,876"
"Taylor, WV",2017,"37,954"
"Tucker, WV",2017,"40,081"
"Tyler, WV",2017,"35,457"
"Upshur, WV",2017,"31,213"
"Wayne, WV",2017,"31,596"
"Webster, WV",2017,"27,011"
"Wetzel, WV",2017,"33,106"
"Wirt, WV",2017,"30,138"
"Wood, WV",2017,"39,614"
"Wyoming, WV",2017,"28,818"
"Adams, WI",2017,"38,296"
"Ashland, WI",2017,"39,041"
"Barron, WI",2017,"46,722"
"Bayfield, WI",2017,"45,766"
"Brown, WI",2017,"50,295"
"Buffalo, WI",2017,"43,191"
"Burnett, WI",2017,"41,293"
"Calumet, WI",2017,"49,038"
"Chippewa, WI",2017,"44,108"
"Clark, WI",2017,"39,389"
"Columbia, WI",2017,"48,837"
"Crawford, WI",2017,"40,294"
"Dane, WI",2017,"58,522"
"Dodge, WI",2017,"42,808"
"Door, WI",2017,"60,281"
"Douglas, WI",2017,"40,800"
"Dunn, WI",2017,"38,216"
"Eau Claire, WI",2017,"45,852"
"Florence, WI",2017,"50,884"
"Fond du Lac, WI",2017,"46,203"
"Forest, WI",2017,"39,608"
"Grant, WI",2017,"41,598"
"Green, WI",2017,"49,039"
"Green Lake, WI",2017,"43,894"
"Iowa, WI",2017,"46,211"
"Iron, WI",2017,"48,743"
"Jackson, WI",2017,"43,876"
"Jefferson, WI",2017,"44,085"
"Juneau, WI",2017,"36,478"
"Kenosha, WI",2017,"44,674"
"Kewaunee, WI",2017,"45,165"
"La Crosse, WI",2017,"47,816"
"Lafayette, WI",2017,"41,984"
