County Name,Year,GDP($K)
"Saratoga, NY",2016,"10,376,136.00"
"Schenectady, NY",2016,"8,160,255.00"
"Schoharie, NY",2016,"943,981.00"
"Schuyler, NY",2016,"580,088.00"
"Seneca, NY",2016,"1,334,927.00"
"Steuben, NY",2016,"5,421,547.00"
"Suffolk, NY",2016,"87,782,021.00"
"Sullivan, NY",2016,"2,737,845.00"
"Tioga, NY",2016,"1,849,678.00"
"Tompkins, NY",2016,"5,870,736.00"
"Ulster, NY",2016,"6,700,131.00"
"Warren, NY",2016,"3,915,501.00"
"Washington, NY",2016,"1,802,954.00"
"Wayne, NY",2016,"3,757,123.00"
"Westchester, NY",2016,"78,290,041.00"
"Wyoming, NY",2016,"1,571,061.00"
"Yates, NY",2016,"863,967.00"
"Alamance, NC",2016,"5,623,520.00"
"Alexander, NC",2016,"838,434.00"
"Alleghany, NC",2016,"496,652.00"
"Anson, NC",2016,"733,435.00"
"Ashe, NC",2016,"750,087.00"
"Avery, NC",2016,"599,291.00"
"Beaufort, NC",2016,"1,622,601.00"
"Bertie, NC",2016,"650,225.00"
"Bladen, NC",2016,"1,626,473.00"
"Brunswick, NC",2016,"3,856,582.00"
"Buncombe, NC",2016,"12,019,457.00"
"Burke, NC",2016,"2,798,160.00"
"Cabarrus, NC",2016,"6,760,444.00"
"Caldwell, NC",2016,"2,353,351.00"
"Camden, NC",2016,"166,525.00"
"Carteret, NC",2016,"2,170,727.00"
"Caswell, NC",2016,"430,412.00"
"Catawba, NC",2016,"8,504,221.00"
"Chatham, NC",2016,"1,452,564.00"
"Cherokee, NC",2016,"725,348.00"
"Chowan, NC",2016,"492,637.00"
"Clay, NC",2016,"202,314.00"
"Cleveland, NC",2016,"3,608,299.00"
"Columbus, NC",2016,"1,461,331.00"
"Craven, NC",2016,"4,708,643.00"
"Cumberland, NC",2016,"17,110,687.00"
"Currituck, NC",2016,"633,680.00"
"Dare, NC",2016,"1,937,348.00"
"Davidson, NC",2016,"5,005,623.00"
"Davie, NC",2016,"1,209,314.00"
"Duplin, NC",2016,"2,237,844.00"
"Durham, NC",2016,"36,647,319.00"
"Edgecombe, NC",2016,"1,592,208.00"
"Forsyth, NC",2016,"23,731,639.00"
"Franklin, NC",2016,"1,294,218.00"
"Gaston, NC",2016,"7,010,277.00"
"Gates, NC",2016,"159,597.00"
"Graham, NC",2016,"232,760.00"
"Granville, NC",2016,"2,212,455.00"
"Greene, NC",2016,"468,385.00"
"Guilford, NC",2016,"33,157,790.00"
"Halifax, NC",2016,"1,524,403.00"
"Harnett, NC",2016,"2,261,020.00"
"Haywood, NC",2016,"1,673,055.00"
"Henderson, NC",2016,"4,415,834.00"
"Hertford, NC",2016,"803,720.00"
"Hoke, NC",2016,"921,542.00"
"Hyde, NC",2016,"229,404.00"
"Iredell, NC",2016,"7,905,217.00"
"Jackson, NC",2016,"1,380,926.00"
"Johnston, NC",2016,"4,748,146.00"
"Jones, NC",2016,"186,085.00"
"Lee, NC",2016,"3,427,003.00"
"Lenoir, NC",2016,"2,688,435.00"
"Lincoln, NC",2016,"2,208,191.00"
"McDowell, NC",2016,"1,396,869.00"
"Macon, NC",2016,"1,061,905.00"
"Madison, NC",2016,"394,746.00"
"Martin, NC",2016,"683,286.00"
"Mecklenburg, NC",2016,"103,963,197.00"
"Mitchell, NC",2016,"449,744.00"
"Montgomery, NC",2016,"905,970.00"
"Moore, NC",2016,"3,290,658.00"
"Nash, NC",2016,"8,572,776.00"
"New Hanover, NC",2016,"12,786,858.00"
"Northampton, NC",2016,"523,208.00"
"Onslow, NC",2016,"8,769,955.00"
"Orange, NC",2016,"7,979,408.00"
"Pamlico, NC",2016,"287,076.00"
"Pasquotank, NC",2016,"1,530,174.00"
"Pender, NC",2016,"1,170,079.00"
"Perquimans, NC",2016,"219,084.00"
"Person, NC",2016,"1,545,778.00"
"Pitt, NC",2016,"8,301,685.00"
"Polk, NC",2016,"501,318.00"
"Randolph, NC",2016,"4,195,218.00"
"Richmond, NC",2016,"1,891,702.00"
"Robeson, NC",2016,"3,309,600.00"
"Rockingham, NC",2016,"3,295,804.00"
"Rowan, NC",2016,"5,062,174.00"
"Rutherford, NC",2016,"1,723,386.00"
"Sampson, NC",2016,"2,072,275.00"
"Scotland, NC",2016,"1,035,262.00"
"Stanly, NC",2016,"1,823,561.00"
"Stokes, NC",2016,"1,168,632.00"
"Surry, NC",2016,"2,559,827.00"
"Swain, NC",2016,"579,308.00"
"Transylvania, NC",2016,"997,909.00"
"Tyrrell, NC",2016,"118,238.00"
"Union, NC",2016,"6,224,288.00"
"Vance, NC",2016,"1,320,697.00"
"Wake, NC",2016,"68,301,835.00"
"Warren, NC",2016,"353,171.00"
"Washington, NC",2016,"278,236.00"
"Watauga, NC",2016,"2,022,020.00"
"Wayne, NC",2016,"4,955,018.00"
"Wilkes, NC",2016,"2,235,973.00"
"Wilson, NC",2016,"4,133,661.00"
"Yadkin, NC",2016,"1,074,891.00"
"Yancey, NC",2016,"389,819.00"
"Adams, ND",2016,"125,156.00"
"Barnes, ND",2016,"699,791.00"
"Benson, ND",2016,"178,085.00"
"Billings, ND",2016,"100,441.00"
"Bottineau, ND",2016,"309,054.00"
"Bowman, ND",2016,"205,527.00"
"Burke, ND",2016,"135,122.00"
"Burleigh, ND",2016,"5,668,160.00"
"Cass, ND",2016,"11,800,848.00"
"Cavalier, ND",2016,"342,385.00"
"Dickey, ND",2016,"282,102.00"
"Divide, ND",2016,"158,316.00"
"Dunn, ND",2016,"550,460.00"
"Eddy, ND",2016,"83,167.00"
"Emmons, ND",2016,"195,460.00"
"Foster, ND",2016,"326,311.00"
"Golden Valley, ND",2016,"79,403.00"
"Grand Forks, ND",2016,"3,940,281.00"
"Grant, ND",2016,"112,355.00"
"Griggs, ND",2016,"174,303.00"
"Hettinger, ND",2016,"110,980.00"
"Kidder, ND",2016,"97,864.00"
"LaMoure, ND",2016,"285,513.00"
"Logan, ND",2016,"133,570.00"
"McHenry, ND",2016,"212,472.00"
"McIntosh, ND",2016,"137,879.00"
"McKenzie, ND",2016,"1,846,163.00"
"McLean, ND",2016,"707,162.00"
"Mercer, ND",2016,"1,169,966.00"
"Morton, ND",2016,"1,302,631.00"
"Mountrail, ND",2016,"1,151,776.00"
"Nelson, ND",2016,"149,400.00"
"Oliver, ND",2016,"246,427.00"
"Pembina, ND",2016,"373,924.00"
"Pierce, ND",2016,"221,544.00"
"Ramsey, ND",2016,"585,479.00"
"Ransom, ND",2016,"255,932.00"
"Renville, ND",2016,"144,202.00"
"Richland, ND",2016,"975,825.00"
"Rolette, ND",2016,"365,491.00"
"Sargent, ND",2016,"813,919.00"
"Sheridan, ND",2016,"64,783.00"
"Sioux, ND",2016,"155,664.00"
"Slope, ND",2016,"58,961.00"
"Stark, ND",2016,"2,450,673.00"
"Steele, ND",2016,"200,820.00"
"Stutsman, ND",2016,"1,310,586.00"
"Towner, ND",2016,"83,925.00"
"Traill, ND",2016,"430,664.00"
"Walsh, ND",2016,"456,407.00"
"Ward, ND",2016,"3,894,272.00"
"Wells, ND",2016,"250,360.00"
"Williams, ND",2016,"4,721,178.00"
"Adams, OH",2016,"1,662,654.00"
"Allen, OH",2016,"7,150,372.00"
"Ashland, OH",2016,"1,750,488.00"
"Ashtabula, OH",2016,"2,930,632.00"
"Athens, OH",2016,"2,079,641.00"
"Auglaize, OH",2016,"2,188,005.00"
"Belmont, OH",2016,"3,916,722.00"
"Brown, OH",2016,"847,675.00"
"Butler, OH",2016,"18,280,849.00"
"Carroll, OH",2016,"1,941,396.00"
"Champaign, OH",2016,"1,093,138.00"
"Clark, OH",2016,"4,692,963.00"
"Clermont, OH",2016,"7,898,445.00"
"Clinton, OH",2016,"1,935,025.00"
"Columbiana, OH",2016,"2,964,240.00"
"Coshocton, OH",2016,"1,408,426.00"
"Crawford, OH",2016,"1,345,606.00"
"Cuyahoga, OH",2016,"93,114,829.00"
"Darke, OH",2016,"2,114,774.00"
"Defiance, OH",2016,"1,759,896.00"
"Delaware, OH",2016,"9,916,837.00"
"Erie, OH",2016,"5,136,138.00"
"Fairfield, OH",2016,"4,009,741.00"
"Fayette, OH",2016,"2,514,244.00"
"Franklin, OH",2016,"90,565,346.00"
"Fulton, OH",2016,"2,092,018.00"
"Gallia, OH",2016,"2,231,579.00"
"Geauga, OH",2016,"3,920,621.00"
"Greene, OH",2016,"8,937,663.00"
"Guernsey, OH",2016,"1,866,475.00"
"Hamilton, OH",2016,"71,439,121.00"
"Hancock, OH",2016,"5,909,304.00"
"Hardin, OH",2016,"895,039.00"
"Harrison, OH",2016,"1,422,956.00"
"Henry, OH",2016,"1,211,220.00"
"Highland, OH",2016,"1,088,904.00"
"Hocking, OH",2016,"649,105.00"
"Holmes, OH",2016,"2,160,439.00"
"Huron, OH",2016,"2,267,955.00"
"Jackson, OH",2016,"977,697.00"
"Jefferson, OH",2016,"3,307,201.00"
"Knox, OH",2016,"1,984,270.00"
"Lake, OH",2016,"11,151,720.00"
"Lawrence, OH",2016,"1,841,938.00"
"Licking, OH",2016,"5,618,940.00"
"Logan, OH",2016,"1,945,927.00"
"Lorain, OH",2016,"10,624,933.00"
"Lucas, OH",2016,"24,060,908.00"
"Madison, OH",2016,"1,792,960.00"
"Mahoning, OH",2016,"9,099,499.00"
"Marion, OH",2016,"2,625,769.00"
"Medina, OH",2016,"6,366,284.00"
"Meigs, OH",2016,"388,207.00"
"Mercer, OH",2016,"1,942,777.00"
"Miami, OH",2016,"4,318,852.00"
"Monroe, OH",2016,"1,368,132.00"
"Montgomery, OH",2016,"27,057,000.00"
"Morgan, OH",2016,"300,605.00"
"Morrow, OH",2016,"631,890.00"
"Muskingum, OH",2016,"3,568,999.00"
"Noble, OH",2016,"780,949.00"
"Ottawa, OH",2016,"1,908,503.00"
"Paulding, OH",2016,"553,222.00"
"Perry, OH",2016,"669,137.00"
"Pickaway, OH",2016,"1,690,195.00"
"Pike, OH",2016,"1,888,199.00"
"Portage, OH",2016,"5,714,398.00"
"Preble, OH",2016,"1,147,976.00"
"Putnam, OH",2016,"1,228,497.00"
"Richland, OH",2016,"4,558,442.00"
"Ross, OH",2016,"2,674,913.00"
"Sandusky, OH",2016,"2,768,683.00"
"Scioto, OH",2016,"2,775,909.00"
"Seneca, OH",2016,"1,873,282.00"
"Shelby, OH",2016,"3,102,060.00"
"Stark, OH",2016,"15,824,145.00"
"Summit, OH",2016,"28,959,111.00"
"Trumbull, OH",2016,"7,500,990.00"
"Tuscarawas, OH",2016,"3,594,997.00"
"Union, OH",2016,"3,824,213.00"
"Van Wert, OH",2016,"1,180,366.00"
"Vinton, OH",2016,"284,482.00"
"Warren, OH",2016,"9,965,027.00"
"Washington, OH",2016,"3,472,633.00"
"Wayne, OH",2016,"5,282,102.00"
"Williams, OH",2016,"1,712,827.00"
"Wood, OH",2016,"6,657,774.00"
"Wyandot, OH",2016,"957,135.00"
"Adair, OK",2016,"438,420.00"
"Alfalfa, OK",2016,"221,953.00"
"Atoka, OK",2016,"317,404.00"
"Beaver, OK",2016,"307,636.00"
"Beckham, OK",2016,"1,106,416.00"
"Blaine, OK",2016,"376,559.00"
"Bryan, OK",2016,"1,367,737.00"
"Caddo, OK",2016,"755,893.00"
"Canadian, OK",2016,"3,431,991.00"
"Carter, OK",2016,"2,456,249.00"
"Cherokee, OK",2016,"1,213,655.00"
"Choctaw, OK",2016,"447,753.00"
"Cimarron, OK",2016,"163,860.00"
"Cleveland, OK",2016,"7,678,306.00"
"Coal, OK",2016,"109,503.00"
"Comanche, OK",2016,"4,791,292.00"
"Cotton, OK",2016,"135,062.00"
"Craig, OK",2016,"455,917.00"
"Creek, OK",2016,"1,779,885.00"
"Custer, OK",2016,"1,349,020.00"
"Delaware, OK",2016,"806,815.00"
"Dewey, OK",2016,"291,533.00"
"Ellis, OK",2016,"234,847.00"
"Garfield, OK",2016,"3,576,123.00"
"Garvin, OK",2016,"1,161,622.00"
"Grady, OK",2016,"1,271,249.00"
"Grant, OK",2016,"273,949.00"
"Greer, OK",2016,"100,190.00"
"Harmon, OK",2016,"78,090.00"
"Harper, OK",2016,"234,456.00"
"Haskell, OK",2016,"327,654.00"
"Hughes, OK",2016,"291,475.00"
"Jackson, OK",2016,"1,165,576.00"
"Jefferson, OK",2016,"152,672.00"
"Johnston, OK",2016,"342,121.00"
"Kay, OK",2016,"1,720,995.00"
"Kingfisher, OK",2016,"688,738.00"
"Kiowa, OK",2016,"230,002.00"
"Latimer, OK",2016,"341,072.00"
"Le Flore, OK",2016,"1,383,741.00"
"Lincoln, OK",2016,"682,468.00"
"Logan, OK",2016,"648,489.00"
"Love, OK",2016,"424,151.00"
"McClain, OK",2016,"928,138.00"
"McCurtain, OK",2016,"966,240.00"
"McIntosh, OK",2016,"337,630.00"
"Major, OK",2016,"338,124.00"
"Marshall, OK",2016,"469,346.00"
"Mayes, OK",2016,"1,535,662.00"
"Murray, OK",2016,"505,916.00"
"Muskogee, OK",2016,"3,215,380.00"
"Noble, OK",2016,"605,547.00"
"Nowata, OK",2016,"174,270.00"
"Okfuskee, OK",2016,"215,671.00"
"Oklahoma, OK",2016,"55,819,078.00"
"Okmulgee, OK",2016,"872,708.00"
"Osage, OK",2016,"836,720.00"
"Ottawa, OK",2016,"945,521.00"
"Pawnee, OK",2016,"322,460.00"
"Payne, OK",2016,"3,199,608.00"
"Pittsburg, OK",2016,"1,587,471.00"
"Pontotoc, OK",2016,"1,999,277.00"
"Pottawatomie, OK",2016,"1,971,460.00"
"Pushmataha, OK",2016,"235,198.00"
"Roger Mills, OK",2016,"167,844.00"
"Rogers, OK",2016,"2,758,315.00"
"Seminole, OK",2016,"707,054.00"
"Sequoyah, OK",2016,"708,632.00"
"Stephens, OK",2016,"1,416,187.00"
"Texas, OK",2016,"1,212,260.00"
"Tillman, OK",2016,"305,652.00"
"Tulsa, OK",2016,"41,799,519.00"
"Wagoner, OK",2016,"1,149,552.00"
"Washington, OK",2016,"4,309,957.00"
"Washita, OK",2016,"241,202.00"
"Woods, OK",2016,"560,845.00"
"Woodward, OK",2016,"1,162,225.00"
"Baker, OR",2016,"571,530.00"
"Benton, OR",2016,"4,597,153.00"
"Clackamas, OR",2016,"19,067,016.00"
"Clatsop, OR",2016,"1,818,161.00"
"Columbia, OR",2016,"1,273,496.00"
"Coos, OR",2016,"2,199,047.00"
"Crook, OR",2016,"683,692.00"
"Curry, OR",2016,"670,105.00"
"Deschutes, OR",2016,"7,987,710.00"
"Douglas, OR",2016,"3,584,329.00"
"Gilliam, OR",2016,"310,972.00"
"Grant, OR",2016,"282,114.00"
"Harney, OR",2016,"261,421.00"
"Hood River, OR",2016,"1,124,751.00"
"Jackson, OR",2016,"8,426,712.00"
"Jefferson, OR",2016,"690,754.00"
"Josephine, OR",2016,"2,558,210.00"
"Klamath, OR",2016,"2,242,657.00"
"Lake, OR",2016,"295,958.00"
"Lane, OR",2016,"15,566,893.00"
"Lincoln, OR",2016,"1,817,142.00"
"Linn, OR",2016,"4,389,961.00"
"Malheur, OR",2016,"1,066,485.00"
"Marion, OR",2016,"14,791,597.00"
"Morrow, OR",2016,"1,193,852.00"
"Multnomah, OR",2016,"59,914,359.00"
"Polk, OR",2016,"1,842,105.00"
"Sherman, OR",2016,"676,864.00"
"Tillamook, OR",2016,"976,592.00"
"Umatilla, OR",2016,"3,450,733.00"
"Union, OR",2016,"949,511.00"
"Wallowa, OR",2016,"366,590.00"
"Wasco, OR",2016,"1,356,890.00"
"Washington, OR",2016,"44,536,434.00"
"Wheeler, OR",2016,"55,679.00"
"Yamhill, OR",2016,"3,452,904.00"
"Adams, PA",2016,"3,602,628.00"
"Allegheny, PA",2016,"88,269,713.00"
"Armstrong, PA",2016,"2,235,642.00"
"Beaver, PA",2016,"6,920,567.00"
"Bedford, PA",2016,"1,524,007.00"
"Berks, PA",2016,"19,101,198.00"
"Blair, PA",2016,"5,586,772.00"
"Bradford, PA",2016,"3,812,759.00"
"Bucks, PA",2016,"32,327,398.00"
"Butler, PA",2016,"9,822,976.00"
"Cambria, PA",2016,"4,800,210.00"
"Cameron, PA",2016,"262,552.00"
"Carbon, PA",2016,"2,225,763.00"
"Centre, PA",2016,"8,395,298.00"
"Chester, PA",2016,"42,447,588.00"
"Clarion, PA",2016,"1,266,286.00"
"Clearfield, PA",2016,"2,620,054.00"
"Clinton, PA",2016,"1,597,502.00"
"Columbia, PA",2016,"2,439,557.00"
"Crawford, PA",2016,"3,002,232.00"
"Cumberland, PA",2016,"14,320,597.00"
"Dauphin, PA",2016,"22,086,223.00"
"Delaware, PA",2016,"31,265,499.00"
"Elk, PA",2016,"1,482,483.00"
"Erie, PA",2016,"11,914,672.00"
"Fayette, PA",2016,"4,113,736.00"
"Forest, PA",2016,"283,571.00"
"Franklin, PA",2016,"5,602,651.00"
"Fulton, PA",2016,"594,547.00"
"Greene, PA",2016,"3,213,744.00"
"Huntingdon, PA",2016,"1,293,368.00"
"Indiana, PA",2016,"3,931,069.00"
"Jefferson, PA",2016,"1,559,832.00"
"Juniata, PA",2016,"700,132.00"
"Lackawanna, PA",2016,"9,402,594.00"
"Lancaster, PA",2016,"26,863,631.00"
"Lawrence, PA",2016,"2,907,770.00"
"Lebanon, PA",2016,"5,670,328.00"
"Lehigh, PA",2016,"22,700,777.00"
"Luzerne, PA",2016,"15,448,732.00"
"Lycoming, PA",2016,"6,060,152.00"
"McKean, PA",2016,"1,673,091.00"
"Mercer, PA",2016,"4,271,640.00"
"Mifflin, PA",2016,"1,596,910.00"
"Monroe, PA",2016,"6,254,681.00"
"Montgomery, PA",2016,"72,737,192.00"
"Montour, PA",2016,"1,864,510.00"
"Northampton, PA",2016,"13,194,263.00"
"Northumberland, PA",2016,"3,134,129.00"
"Perry, PA",2016,"870,627.00"
"Philadelphia, PA",2016,"115,946,139.00"
"Pike, PA",2016,"1,351,414.00"
"Potter, PA",2016,"668,718.00"
"Schuylkill, PA",2016,"5,000,779.00"
"Snyder, PA",2016,"1,408,499.00"
"Somerset, PA",2016,"2,530,300.00"
"Sullivan, PA",2016,"370,368.00"
"Susquehanna, PA",2016,"2,822,644.00"
"Tioga, PA",2016,"1,753,070.00"
"Union, PA",2016,"1,821,625.00"
"Venango, PA",2016,"1,782,098.00"
"Warren, PA",2016,"1,517,530.00"
"Washington, PA",2016,"13,703,106.00"
"Wayne, PA",2016,"1,580,176.00"
"Westmoreland, PA",2016,"13,330,161.00"
"Wyoming, PA",2016,"1,807,473.00"
"York, PA",2016,"19,495,961.00"
"Bristol, RI",2016,"1,703,578.00"
"Kent, RI",2016,"8,639,108.00"
"Newport, RI",2016,"5,539,415.00"
"Providence, RI",2016,"35,410,518.00"
"Washington, RI",2016,"6,401,290.00"
"Abbeville, SC",2016,"551,222.00"
"Aiken, SC",2016,"6,472,725.00"
"Allendale, SC",2016,"345,582.00"
"Anderson, SC",2016,"6,351,543.00"
"Bamberg, SC",2016,"339,702.00"
"Barnwell, SC",2016,"662,975.00"
"Beaufort, SC",2016,"6,993,062.00"
"Berkeley, SC",2016,"6,813,754.00"
"Calhoun, SC",2016,"765,659.00"
"Charleston, SC",2016,"28,118,921.00"
"Cherokee, SC",2016,"1,844,858.00"
"Chester, SC",2016,"1,067,020.00"
"Chesterfield, SC",2016,"1,510,626.00"
"Clarendon, SC",2016,"599,422.00"
"Colleton, SC",2016,"959,830.00"
"Darlington, SC",2016,"2,405,850.00"
"Dillon, SC",2016,"798,874.00"
"Dorchester, SC",2016,"3,121,401.00"
"Edgefield, SC",2016,"559,084.00"
"Fairfield, SC",2016,"1,866,614.00"
"Florence, SC",2016,"6,960,507.00"
"Georgetown, SC",2016,"2,320,968.00"
"Greenville, SC",2016,"28,258,075.00"
"Greenwood, SC",2016,"2,780,412.00"
"Hampton, SC",2016,"465,533.00"
"Horry, SC",2016,"11,351,939.00"
"Jasper, SC",2016,"949,310.00"
"Kershaw, SC",2016,"1,836,559.00"
"Lancaster, SC",2016,"3,051,313.00"
"Laurens, SC",2016,"4,240,045.00"
"Lee, SC",2016,"347,872.00"
"Lexington, SC",2016,"11,352,015.00"
"McCormick, SC",2016,"201,170.00"
"Marion, SC",2016,"553,228.00"
"Marlboro, SC",2016,"758,786.00"
"Newberry, SC",2016,"1,347,256.00"
"Oconee, SC",2016,"3,625,285.00"
"Orangeburg, SC",2016,"3,187,596.00"
"Pickens, SC",2016,"3,592,360.00"
"Richland, SC",2016,"23,973,955.00"
"Saluda, SC",2016,"385,361.00"
"Spartanburg, SC",2016,"13,827,376.00"
"Sumter, SC",2016,"3,939,887.00"
"Union, SC",2016,"668,644.00"
"Williamsburg, SC",2016,"778,432.00"
"York, SC",2016,"10,084,758.00"
"Aurora, SD",2016,"107,176.00"
"Beadle, SD",2016,"903,613.00"
"Bennett, SD",2016,"71,711.00"
"Bon Homme, SD",2016,"194,425.00"
"Brookings, SD",2016,"2,002,255.00"
"Brown, SD",2016,"2,197,690.00"
"Brule, SD",2016,"247,556.00"
"Buffalo, SD",2016,"82,320.00"
"Butte, SD",2016,"272,109.00"
"Campbell, SD",2016,"94,602.00"
"Charles Mix, SD",2016,"540,007.00"
"Clark, SD",2016,"166,253.00"
"Clay, SD",2016,"591,303.00"
"Codington, SD",2016,"1,395,647.00"
"Corson, SD",2016,"83,516.00"
"Custer, SD",2016,"215,294.00"
"Davison, SD",2016,"1,072,636.00"
"Day, SD",2016,"237,332.00"
"Deuel, SD",2016,"262,914.00"
"Dewey, SD",2016,"212,024.00"
"Douglas, SD",2016,"226,261.00"
"Edmunds, SD",2016,"178,751.00"
"Fall River, SD",2016,"277,505.00"
"Faulk, SD",2016,"82,485.00"
"Grant, SD",2016,"566,416.00"
"Gregory, SD",2016,"190,151.00"
"Haakon, SD",2016,"81,865.00"
"Hamlin, SD",2016,"236,350.00"
"Hand, SD",2016,"147,393.00"
"Hanson, SD",2016,"129,535.00"
"Harding, SD",2016,"84,969.00"
"Hughes, SD",2016,"1,123,848.00"
"Hutchinson, SD",2016,"397,363.00"
"Hyde, SD",2016,"77,828.00"
"Jackson, SD",2016,"61,138.00"
"Jerauld, SD",2016,"205,752.00"
"Jones, SD",2016,"42,961.00"
"Kingsbury, SD",2016,"247,607.00"
"Lake, SD",2016,"547,252.00"
"Lawrence, SD",2016,"1,022,787.00"
"Lincoln, SD",2016,"2,226,087.00"
"Lyman, SD",2016,"186,359.00"
"McCook, SD",2016,"239,491.00"
"McPherson, SD",2016,"70,045.00"
"Marshall, SD",2016,"304,537.00"
"Meade, SD",2016,"724,360.00"
"Mellette, SD",2016,"37,311.00"
"Miner, SD",2016,"90,030.00"
"Minnehaha, SD",2016,"16,929,259.00"
"Moody, SD",2016,"324,866.00"
"Oglala Lakota, SD*",2016,"289,855.00"
"Pennington, SD",2016,"5,385,409.00"
"Perkins, SD",2016,"119,007.00"
"Potter, SD",2016,"145,165.00"
"Roberts, SD",2016,"297,343.00"
"Sanborn, SD",2016,"143,035.00"
"Spink, SD",2016,"281,825.00"
"Stanley, SD",2016,"153,855.00"
"Sully, SD",2016,"85,319.00"
"Todd, SD",2016,"208,028.00"
"Tripp, SD",2016,"235,214.00"
"Turner, SD",2016,"471,871.00"
"Union, SD",2016,"1,272,797.00"
"Walworth, SD",2016,"214,328.00"
"Yankton, SD",2016,"1,229,430.00"
"Ziebach, SD",2016,"62,681.00"
"Anderson, TN",2016,"4,608,598.00"
"Bedford, TN",2016,"1,816,598.00"
"Benton, TN",2016,"350,450.00"
"Bledsoe, TN",2016,"193,410.00"
"Blount, TN",2016,"4,930,253.00"
"Bradley, TN",2016,"4,660,173.00"
"Campbell, TN",2016,"850,496.00"
"Cannon, TN",2016,"250,169.00"
"Carroll, TN",2016,"713,489.00"
"Carter, TN",2016,"1,065,246.00"
"Cheatham, TN",2016,"982,755.00"
"Chester, TN",2016,"352,550.00"
"Claiborne, TN",2016,"759,432.00"
"Clay, TN",2016,"179,573.00"
"Cocke, TN",2016,"1,057,617.00"
"Coffee, TN",2016,"2,628,952.00"
"Crockett, TN",2016,"545,154.00"
"Cumberland, TN",2016,"1,660,123.00"
"Davidson, TN",2016,"64,288,702.00"
"Decatur, TN",2016,"325,415.00"
"DeKalb, TN",2016,"724,937.00"
"Dickson, TN",2016,"1,690,421.00"
"Dyer, TN",2016,"1,534,422.00"
"Fayette, TN",2016,"1,035,169.00"
"Fentress, TN",2016,"424,650.00"
"Franklin, TN",2016,"1,067,287.00"
"Gibson, TN",2016,"1,437,431.00"
"Giles, TN",2016,"1,055,156.00"
"Grainger, TN",2016,"382,146.00"
"Greene, TN",2016,"2,273,701.00"
"Grundy, TN",2016,"218,315.00"
"Hamblen, TN",2016,"3,147,854.00"
"Hamilton, TN",2016,"24,311,106.00"
"Hancock, TN",2016,"89,145.00"
"Hardeman, TN",2016,"596,814.00"
"Hardin, TN",2016,"904,394.00"
"Hawkins, TN",2016,"2,044,231.00"
"Haywood, TN",2016,"785,101.00"
"Henderson, TN",2016,"788,166.00"
"Henry, TN",2016,"1,179,138.00"
"Hickman, TN",2016,"392,795.00"
"Houston, TN",2016,"143,970.00"
"Humphreys, TN",2016,"736,595.00"
"Jackson, TN",2016,"180,104.00"
"Jefferson, TN",2016,"1,377,752.00"
"Johnson, TN",2016,"406,176.00"
"Knox, TN",2016,"25,130,391.00"
"Lake, TN",2016,"200,890.00"
"Lauderdale, TN",2016,"688,068.00"
"Lawrence, TN",2016,"1,077,120.00"
"Lewis, TN",2016,"262,297.00"
"Lincoln, TN",2016,"954,853.00"
"Loudon, TN",2016,"1,592,564.00"
"McMinn, TN",2016,"2,061,748.00"
"McNairy, TN",2016,"570,465.00"
"Macon, TN",2016,"524,610.00"
"Madison, TN",2016,"5,416,779.00"
"Marion, TN",2016,"752,960.00"
"Marshall, TN",2016,"862,130.00"
"Maury, TN",2016,"3,315,149.00"
"Meigs, TN",2016,"215,667.00"
"Monroe, TN",2016,"1,254,401.00"
"Montgomery, TN",2016,"5,036,674.00"
"Moore, TN",2016,"177,656.00"
"Morgan, TN",2016,"270,954.00"
"Obion, TN",2016,"1,082,726.00"
"Overton, TN",2016,"499,028.00"
"Perry, TN",2016,"172,246.00"
"Pickett, TN",2016,"133,329.00"
"Polk, TN",2016,"282,637.00"
"Putnam, TN",2016,"3,426,523.00"
"Rhea, TN",2016,"1,779,148.00"
"Roane, TN",2016,"2,427,233.00"
"Robertson, TN",2016,"2,307,376.00"
"Rutherford, TN",2016,"13,754,847.00"
"Scott, TN",2016,"535,704.00"
"Sequatchie, TN",2016,"266,583.00"
"Sevier, TN",2016,"3,721,588.00"
"Shelby, TN",2016,"60,488,086.00"
"Smith, TN",2016,"597,445.00"
"Stewart, TN",2016,"1,041,931.00"
"Sullivan, TN",2016,"7,512,058.00"
"Sumner, TN",2016,"6,163,319.00"
"Tipton, TN",2016,"1,119,182.00"
"Trousdale, TN",2016,"162,793.00"
"Unicoi, TN",2016,"521,281.00"
"Union, TN",2016,"305,789.00"
"Van Buren, TN",2016,"96,047.00"
"Warren, TN",2016,"1,432,134.00"
"Washington, TN",2016,"5,632,557.00"
"Wayne, TN",2016,"300,506.00"
"Weakley, TN",2016,"1,094,204.00"
"White, TN",2016,"699,879.00"
"Williamson, TN",2016,"21,464,458.00"
"Wilson, TN",2016,"4,493,509.00"
"Anderson, TX",2016,"1,837,629.00"
"Andrews, TX",2016,"2,249,410.00"
"Angelina, TX",2016,"3,377,113.00"
"Aransas, TX",2016,"641,364.00"
"Archer, TX",2016,"282,846.00"
"Armstrong, TX",2016,"47,263.00"
"Atascosa, TX",2016,"2,746,818.00"
"Austin, TX",2016,"1,265,573.00"
"Bailey, TX",2016,"388,908.00"
"Bandera, TX",2016,"329,317.00"
"Bastrop, TX",2016,"1,897,024.00"
