County Name,Year,Populations
"Los Angeles, CA",2017,"10,118,759"
"Madera, CA",2017,"155,904"
"Marin, CA",2017,"259,725"
"Mariposa, CA",2017,"17,437"
"Mendocino, CA",2017,"87,697"
"Merced, CA",2017,"271,340"
"Modoc, CA",2017,"8,848"
"Mono, CA",2017,"14,235"
"Monterey, CA",2017,"435,477"
"Napa, CA",2017,"140,386"
"Nevada, CA",2017,"99,503"
"Orange, CA",2017,"3,179,950"
"Placer, CA",2017,"385,565"
"Plumas, CA",2017,"18,740"
"Riverside, CA",2017,"2,417,224"
"Sacramento, CA",2017,"1,527,718"
"San Benito, CA",2017,"60,199"
"San Bernardino, CA",2017,"2,153,203"
"San Diego, CA",2017,"3,325,468"
"San Francisco, CA",2017,"879,166"
"San Joaquin, CA",2017,"742,516"
"San Luis Obispo, CA",2017,"282,838"
"San Mateo, CA",2017,"768,808"
"Santa Barbara, CA",2017,"445,606"
"Santa Clara, CA",2017,"1,933,383"
"Santa Cruz, CA",2017,"275,105"
"Shasta, CA",2017,"179,539"
"Sierra, CA",2017,"3,009"
"Siskiyou, CA",2017,"43,784"
"Solano, CA",2017,"443,877"
"Sonoma, CA",2017,"503,246"
"Stanislaus, CA",2017,"545,267"
"Sutter, CA",2017,"96,438"
"Tehama, CA",2017,"63,718"
"Trinity, CA",2017,"12,726"
"Tulare, CA",2017,"463,097"
"Tuolumne, CA",2017,"54,039"
"Ventura, CA",2017,"850,802"
"Yolo, CA",2017,"218,376"
"Yuba, CA",2017,"76,775"
"Adams, CO*",2017,"504,428"
"Alamosa, CO",2017,"16,543"
"Arapahoe, CO",2017,"644,132"
"Archuleta, CO",2017,"13,317"
"Baca, CO",2017,"3,563"
"Bent, CO",2017,"5,857"
"Boulder, CO*",2017,"324,073"
"Broomfield, CO*",2017,"68,232"
"Chaffee, CO",2017,"19,651"
"Cheyenne, CO",2017,"1,860"
"Clear Creek, CO",2017,"9,582"
"Conejos, CO",2017,"8,153"
"Costilla, CO",2017,"3,772"
"Crowley, CO",2017,"5,798"
"Custer, CO",2017,"4,873"
"Delta, CO",2017,"30,537"
"Denver, CO",2017,"705,439"
"Dolores, CO",2017,"2,053"
"Douglas, CO",2017,"335,668"
"Eagle, CO",2017,"54,992"
"Elbert, CO",2017,"25,735"
"El Paso, CO",2017,"700,800"
"Fremont, CO",2017,"47,607"
"Garfield, CO",2017,"59,113"
"Gilpin, CO",2017,"6,026"
"Grand, CO",2017,"15,356"
"Gunnison, CO",2017,"16,931"
"Hinsdale, CO",2017,791
"Huerfano, CO",2017,"6,645"
"Jackson, CO",2017,"1,379"
"Jefferson, CO*",2017,"575,817"
"Kiowa, CO",2017,"1,367"
"Kit Carson, CO",2017,"7,152"
"Lake, CO",2017,"7,753"
"La Plata, CO",2017,"55,541"
"Larimer, CO",2017,"343,993"
"Las Animas, CO",2017,"14,231"
"Lincoln, CO",2017,"5,530"
"Logan, CO",2017,"21,665"
"Mesa, CO",2017,"151,406"
"Mineral, CO",2017,759
"Moffat, CO",2017,"13,095"
"Montezuma, CO",2017,"26,148"
"Montrose, CO",2017,"41,785"
"Morgan, CO",2017,"28,228"
"Otero, CO",2017,"18,403"
"Ouray, CO",2017,"4,809"
"Park, CO",2017,"17,920"
"Phillips, CO",2017,"4,297"
"Pitkin, CO",2017,"17,952"
"Prowers, CO",2017,"12,071"
"Pueblo, CO",2017,"166,426"
"Rio Blanco, CO",2017,"6,394"
"Rio Grande, CO",2017,"11,306"
"Routt, CO",2017,"25,346"
"Saguache, CO",2017,"6,643"
"San Juan, CO",2017,711
"San Miguel, CO",2017,"8,047"
"Sedgwick, CO",2017,"2,334"
"Summit, CO",2017,"31,004"
"Teller, CO",2017,"24,638"
"Washington, CO",2017,"4,936"
"Weld, CO*",2017,"305,274"
"Yuma, CO",2017,"10,015"
"Fairfield, CT",2017,"943,457"
"Hartford, CT",2017,"892,931"
"Litchfield, CT",2017,"181,710"
"Middlesex, CT",2017,"162,855"
"New Haven, CT",2017,"857,794"
"New London, CT",2017,"267,826"
"Tolland, CT",2017,"150,933"
"Windham, CT",2017,"116,374"
"Kent, DE",2017,"176,445"
"New Castle, DE",2017,"556,419"
"Sussex, DE",2017,"224,214"
"District of Columbia, DC",2017,"695,691"
"Alachua, FL",2017,"266,820"
"Baker, FL",2017,"28,230"
"Bay, FL",2017,"184,046"
"Bradford, FL",2017,"27,133"
"Brevard, FL",2017,"588,265"
"Broward, FL",2017,"1,934,471"
"Calhoun, FL",2017,"14,437"
"Charlotte, FL",2017,"181,537"
"Citrus, FL",2017,"145,512"
"Clay, FL",2017,"212,177"
"Collier, FL",2017,"372,345"
"Columbia, FL",2017,"69,825"
"DeSoto, FL",2017,"37,252"
"Dixie, FL",2017,"16,636"
"Duval, FL",2017,"937,642"
"Escambia, FL",2017,"313,258"
"Flagler, FL",2017,"109,937"
"Franklin, FL",2017,"11,752"
"Gadsden, FL",2017,"45,972"
"Gilchrist, FL",2017,"17,865"
"Glades, FL",2017,"13,608"
"Gulf, FL",2017,"16,122"
"Hamilton, FL",2017,"14,389"
"Hardee, FL",2017,"27,202"
"Hendry, FL",2017,"41,144"
"Hernando, FL",2017,"186,784"
"Highlands, FL",2017,"104,060"
"Hillsborough, FL",2017,"1,410,115"
"Holmes, FL",2017,"19,448"
"Indian River, FL",2017,"154,314"
"Jackson, FL",2017,"48,360"
"Jefferson, FL",2017,"14,147"
"Lafayette, FL",2017,"8,623"
"Lake, FL",2017,"345,087"
"Lee, FL",2017,"739,506"
"Leon, FL",2017,"291,247"
"Levy, FL",2017,"40,306"
"Liberty, FL",2017,"8,242"
"Madison, FL",2017,"18,465"
"Manatee, FL",2017,"385,450"
"Marion, FL",2017,"353,717"
"Martin, FL",2017,"159,792"
"Miami-Dade, FL",2017,"2,744,878"
"Monroe, FL",2017,"76,636"
"Nassau, FL",2017,"82,864"
"Okaloosa, FL",2017,"203,684"
"Okeechobee, FL",2017,"41,188"
"Orange, FL",2017,"1,352,933"
"Osceola, FL",2017,"352,661"
"Palm Beach, FL",2017,"1,470,338"
"Pasco, FL",2017,"525,021"
"Pinellas, FL",2017,"969,305"
"Polk, FL",2017,"685,830"
"Putnam, FL",2017,"73,385"
"St. Johns, FL",2017,"243,928"
"St. Lucie, FL",2017,"313,400"
"Santa Rosa, FL",2017,"174,069"
"Sarasota, FL",2017,"419,689"
"Seminole, FL",2017,"462,236"
"Sumter, FL",2017,"124,933"
"Suwannee, FL",2017,"44,136"
"Taylor, FL",2017,"21,815"
"Union, FL",2017,"15,469"
"Volusia, FL",2017,"538,180"
"Wakulla, FL",2017,"32,101"
"Walton, FL",2017,"68,275"
"Washington, FL",2017,"24,618"
"Appling, GA",2017,"18,438"
"Atkinson, GA",2017,"8,215"
"Bacon, GA",2017,"11,236"
"Baker, GA",2017,"3,180"
"Baldwin, GA",2017,"44,921"
"Banks, GA",2017,"18,638"
"Barrow, GA",2017,"78,843"
"Bartow, GA",2017,"104,981"
"Ben Hill, GA",2017,"17,001"
"Berrien, GA",2017,"19,113"
"Bibb, GA",2017,"152,892"
"Bleckley, GA",2017,"12,775"
"Brantley, GA",2017,"18,767"
"Brooks, GA",2017,"15,648"
"Bryan, GA",2017,"37,019"
"Bulloch, GA",2017,"76,084"
"Burke, GA",2017,"22,518"
"Butts, GA",2017,"24,042"
"Calhoun, GA",2017,"6,399"
"Camden, GA",2017,"53,067"
"Candler, GA",2017,"10,725"
"Carroll, GA",2017,"117,458"
"Catoosa, GA",2017,"66,503"
"Charlton, GA",2017,"12,822"
"Chatham, GA",2017,"289,260"
"Chattahoochee, GA",2017,"10,285"
"Chattooga, GA",2017,"24,716"
"Cherokee, GA",2017,"247,894"
"Clarke, GA",2017,"126,820"
"Clay, GA",2017,"2,962"
"Clayton, GA",2017,"284,534"
"Clinch, GA",2017,"6,684"
"Cobb, GA",2017,"752,783"
"Coffee, GA",2017,"42,885"
"Colquitt, GA",2017,"45,543"
"Columbia, GA",2017,"151,642"
"Cook, GA",2017,"17,230"
"Coweta, GA",2017,"143,050"
"Crawford, GA",2017,"12,295"
"Crisp, GA",2017,"22,723"
"Dade, GA",2017,"16,249"
"Dawson, GA",2017,"24,324"
"Decatur, GA",2017,"26,674"
"DeKalb, GA",2017,"752,088"
"Dodge, GA",2017,"20,741"
"Dooly, GA",2017,"13,690"
"Dougherty, GA",2017,"89,417"
"Douglas, GA",2017,"143,672"
"Early, GA",2017,"10,304"
"Echols, GA",2017,"3,933"
"Effingham, GA",2017,"60,058"
"Elbert, GA",2017,"19,108"
"Emanuel, GA",2017,"22,501"
"Evans, GA",2017,"10,756"
"Fannin, GA",2017,"25,336"
"Fayette, GA",2017,"112,629"
"Floyd, GA",2017,"97,427"
"Forsyth, GA",2017,"228,588"
"Franklin, GA",2017,"22,815"
"Fulton, GA",2017,"1,038,884"
"Gilmer, GA",2017,"30,409"
"Glascock, GA",2017,"3,050"
"Glynn, GA",2017,"84,859"
"Gordon, GA",2017,"57,187"
"Grady, GA",2017,"24,749"
"Greene, GA",2017,"17,220"
"Gwinnett, GA",2017,"918,153"
"Habersham, GA",2017,"44,547"
"Hall, GA",2017,"199,439"
"Hancock, GA",2017,"8,545"
"Haralson, GA",2017,"29,231"
"Harris, GA",2017,"33,943"
"Hart, GA",2017,"25,756"
"Heard, GA",2017,"11,759"
"Henry, GA",2017,"225,508"
"Houston, GA",2017,"153,138"
"Irwin, GA",2017,"9,383"
"Jackson, GA",2017,"67,716"
"Jasper, GA",2017,"13,886"
"Jeff Davis, GA",2017,"15,013"
"Jefferson, GA",2017,"15,613"
"Jenkins, GA",2017,"8,774"
"Johnson, GA",2017,"9,760"
"Jones, GA",2017,"28,453"
"Lamar, GA",2017,"18,636"
"Lanier, GA",2017,"10,433"
"Laurens, GA",2017,"47,353"
"Lee, GA",2017,"29,443"
"Liberty, GA",2017,"61,745"
"Lincoln, GA",2017,"7,861"
"Long, GA",2017,"18,773"
"Lowndes, GA",2017,"115,389"
"Lumpkin, GA",2017,"32,822"
"McDuffie, GA",2017,"21,497"
"McIntosh, GA",2017,"14,102"
"Macon, GA",2017,"13,251"
"Madison, GA",2017,"29,277"
"Marion, GA",2017,"8,414"
"Meriwether, GA",2017,"21,031"
"Miller, GA",2017,"5,833"
"Mitchell, GA",2017,"22,333"
"Monroe, GA",2017,"27,181"
"Montgomery, GA",2017,"9,068"
"Morgan, GA",2017,"18,381"
"Murray, GA",2017,"39,809"
"Muscogee, GA",2017,"193,766"
"Newton, GA",2017,"107,935"
"Oconee, GA",2017,"38,012"
"Oglethorpe, GA",2017,"14,888"
"Paulding, GA",2017,"159,552"
"Peach, GA",2017,"26,881"
"Pickens, GA",2017,"31,526"
"Pierce, GA",2017,"19,219"
"Pike, GA",2017,"18,206"
"Polk, GA",2017,"41,910"
"Pulaski, GA",2017,"11,208"
"Putnam, GA",2017,"21,706"
"Quitman, GA",2017,"2,348"
"Rabun, GA",2017,"16,557"
"Randolph, GA",2017,"6,991"
"Richmond, GA",2017,"201,460"
"Rockdale, GA",2017,"89,866"
"Schley, GA",2017,"5,254"
"Screven, GA",2017,"13,959"
"Seminole, GA",2017,"8,287"
"Spalding, GA",2017,"65,403"
"Stephens, GA",2017,"25,785"
"Stewart, GA",2017,"6,179"
"Sumter, GA",2017,"29,817"
"Talbot, GA",2017,"6,257"
"Taliaferro, GA",2017,"1,622"
"Tattnall, GA",2017,"25,353"
"Taylor, GA",2017,"8,114"
"Telfair, GA",2017,"15,890"
"Terrell, GA",2017,"8,717"
"Thomas, GA",2017,"44,662"
"Tift, GA",2017,"40,438"
"Toombs, GA",2017,"26,896"
"Towns, GA",2017,"11,539"
"Treutlen, GA",2017,"6,760"
"Troup, GA",2017,"70,038"
"Turner, GA",2017,"7,915"
"Twiggs, GA",2017,"8,260"
"Union, GA",2017,"23,427"
"Upson, GA",2017,"26,197"
"Walker, GA",2017,"69,027"
"Walton, GA",2017,"91,406"
"Ware, GA",2017,"35,728"
"Warren, GA",2017,"5,292"
"Washington, GA",2017,"20,294"
"Wayne, GA",2017,"29,760"
"Webster, GA",2017,"2,596"
"Wheeler, GA",2017,"7,952"
"White, GA",2017,"29,455"
"Whitfield, GA",2017,"104,063"
"Wilcox, GA",2017,"8,794"
"Wilkes, GA",2017,"9,877"
"Wilkinson, GA",2017,"8,967"
"Worth, GA",2017,"20,536"
"Hawaii, HI",2017,"199,503"
"Honolulu, HI",2017,"986,429"
"Kauai, HI",2017,"71,780"
"Maui + Kalawao, HI*",2017,"166,491"
"Ada, ID",2017,"456,885"
"Adams, ID",2017,"4,132"
"Bannock, ID",2017,"85,641"
"Bear Lake, ID",2017,"6,031"
"Benewah, ID",2017,"9,165"
"Bingham, ID",2017,"45,904"
"Blaine, ID",2017,"22,277"
"Boise, ID",2017,"7,355"
"Bonner, ID",2017,"43,621"
"Bonneville, ID",2017,"114,692"
"Boundary, ID",2017,"11,914"
"Butte, ID",2017,"2,600"
"Camas, ID",2017,"1,097"
"Canyon, ID",2017,"216,871"
"Caribou, ID",2017,"7,027"
"Cassia, ID",2017,"23,697"
"Clark, ID",2017,885
"Clearwater, ID",2017,"8,654"
"Custer, ID",2017,"4,152"
"Elmore, ID",2017,"26,800"
"Franklin, ID",2017,"13,488"
"Fremont (includes Yellowstone Park), ID",2017,"13,115"
"Gem, ID",2017,"17,343"
"Gooding, ID",2017,"15,170"
"Idaho, ID",2017,"16,373"
"Jefferson, ID",2017,"28,500"
"Jerome, ID",2017,"23,759"
"Kootenai, ID",2017,"157,485"
"Latah, ID",2017,"39,714"
"Lemhi, ID",2017,"7,861"
"Lewis, ID",2017,"3,902"
"Lincoln, ID",2017,"5,338"
"Madison, ID",2017,"39,373"
"Minidoka, ID",2017,"20,796"
"Nez Perce, ID",2017,"40,374"
"Oneida, ID",2017,"4,412"
"Owyhee, ID",2017,"11,626"
"Payette, ID",2017,"23,208"
"Power, ID",2017,"7,648"
"Shoshone, ID",2017,"12,552"
"Teton, ID",2017,"11,435"
"Twin Falls, ID",2017,"85,278"
"Valley, ID",2017,"10,693"
"Washington, ID",2017,"10,061"
"Adams, IL",2017,"66,094"
"Alexander, IL",2017,"6,302"
"Bond, IL",2017,"16,635"
"Boone, IL",2017,"53,512"
"Brown, IL",2017,"6,611"
"Bureau, IL",2017,"33,168"
"Calhoun, IL",2017,"4,841"
"Carroll, IL",2017,"14,481"
"Cass, IL",2017,"12,461"
"Champaign, IL",2017,"210,104"
"Christian, IL",2017,"33,011"
"Clark, IL",2017,"15,809"
"Clay, IL",2017,"13,272"
"Clinton, IL",2017,"37,607"
"Coles, IL",2017,"51,348"
"Cook, IL",2017,"5,204,502"
"Crawford, IL",2017,"18,955"
"Cumberland, IL",2017,"10,864"
"DeKalb, IL",2017,"104,151"
"De Witt, IL",2017,"15,909"
"Douglas, IL",2017,"19,639"
"DuPage, IL",2017,"930,662"
"Edgar, IL",2017,"17,411"
"Edwards, IL",2017,"6,471"
"Effingham, IL",2017,"34,147"
"Fayette, IL",2017,"21,535"
"Ford, IL",2017,"13,317"
"Franklin, IL",2017,"39,004"
"Fulton, IL",2017,"35,095"
"Gallatin, IL",2017,"5,069"
"Greene, IL",2017,"13,168"
"Grundy, IL",2017,"50,613"
"Hamilton, IL",2017,"8,195"
"Hancock, IL",2017,"17,973"
"Hardin, IL",2017,"3,935"
"Henderson, IL",2017,"6,819"
"Henry, IL",2017,"49,246"
"Iroquois, IL",2017,"27,830"
"Jackson, IL",2017,"57,958"
"Jasper, IL",2017,"9,540"
"Jefferson, IL",2017,"38,111"
"Jersey, IL",2017,"21,901"
"Jo Daviess, IL",2017,"21,549"
"Johnson, IL",2017,"12,425"
"Kane, IL",2017,"533,156"
"Kankakee, IL",2017,"110,544"
"Kendall, IL",2017,"126,272"
"Knox, IL",2017,"50,628"
"Lake, IL",2017,"703,006"
"LaSalle, IL",2017,"109,681"
"Lawrence, IL",2017,"16,000"
"Lee, IL",2017,"34,511"
"Livingston, IL",2017,"36,115"
"Logan, IL",2017,"29,015"
"McDonough, IL",2017,"30,323"
"McHenry, IL",2017,"308,013"
"McLean, IL",2017,"172,845"
"Macon, IL",2017,"105,533"
"Macoupin, IL",2017,"45,515"
"Madison, IL",2017,"265,471"
"Marion, IL",2017,"37,821"
"Marshall, IL",2017,"11,685"
"Mason, IL",2017,"13,688"
"Massac, IL",2017,"14,312"
"Menard, IL",2017,"12,286"
"Mercer, IL",2017,"15,623"
"Monroe, IL",2017,"34,159"
"Montgomery, IL",2017,"28,755"
"Morgan, IL",2017,"34,199"
"Moultrie, IL",2017,"14,703"
"Ogle, IL",2017,"51,032"
"Peoria, IL",2017,"182,578"
"Perry, IL",2017,"21,297"
"Piatt, IL",2017,"16,456"
"Pike, IL",2017,"15,672"
"Pope, IL",2017,"4,194"
"Pulaski, IL",2017,"5,541"
"Putnam, IL",2017,"5,718"
"Randolph, IL",2017,"32,264"
"Richland, IL",2017,"15,848"
"Rock Island, IL",2017,"144,293"
"St. Clair, IL",2017,"262,426"
"Saline, IL",2017,"24,035"
"Sangamon, IL",2017,"196,889"
"Schuyler, IL",2017,"6,976"
"Scott, IL",2017,"4,978"
"Shelby, IL",2017,"21,752"
"Stark, IL",2017,"5,457"
"Stephenson, IL",2017,"44,981"
"Tazewell, IL",2017,"133,391"
"Union, IL",2017,"16,985"
"Vermilion, IL",2017,"77,776"
"Wabash, IL",2017,"11,550"
"Warren, IL",2017,"17,170"
"Washington, IL",2017,"13,951"
"Wayne, IL",2017,"16,442"
"White, IL",2017,"13,925"
"Whiteside, IL",2017,"55,947"
"Will, IL",2017,"691,017"
"Williamson, IL",2017,"67,107"
"Winnebago, IL",2017,"284,740"
"Woodford, IL",2017,"38,699"
"Adams, IN",2017,"35,422"
"Allen, IN",2017,"372,210"
"Bartholomew, IN",2017,"82,429"
"Benton, IN",2017,"8,617"
"Blackford, IN",2017,"12,027"
"Boone, IN",2017,"65,786"
"Brown, IN",2017,"14,999"
"Carroll, IN",2017,"20,050"
"Cass, IN",2017,"37,905"
"Clark, IN",2017,"116,672"
"Clay, IN",2017,"26,155"
"Clinton, IN",2017,"32,207"
"Crawford, IN",2017,"10,536"
"Daviess, IN",2017,"33,074"
"Dearborn, IN",2017,"49,629"
"Decatur, IN",2017,"26,652"
"DeKalb, IN",2017,"42,822"
"Delaware, IN",2017,"115,389"
"Dubois, IN",2017,"42,491"
"Elkhart, IN",2017,"204,310"
"Fayette, IN",2017,"23,153"
"Floyd, IN",2017,"76,970"
"Fountain, IN",2017,"16,410"
"Franklin, IN",2017,"22,739"
"Fulton, IN",2017,"20,010"
"Gibson, IN",2017,"33,622"
"Grant, IN",2017,"66,282"
"Greene, IN",2017,"32,180"
"Hamilton, IN",2017,"323,082"
"Hancock, IN",2017,"74,940"
"Harrison, IN",2017,"39,851"
"Hendricks, IN",2017,"163,758"
"Henry, IN",2017,"48,247"
"Howard, IN",2017,"82,311"
"Huntington, IN",2017,"36,239"
"Jackson, IN",2017,"43,987"
"Jasper, IN",2017,"33,459"
"Jay, IN",2017,"20,907"
"Jefferson, IN",2017,"32,047"
"Jennings, IN",2017,"27,638"
"Johnson, IN",2017,"153,922"
"Knox, IN",2017,"37,094"
"Kosciusko, IN",2017,"79,010"
"Lagrange, IN",2017,"39,222"
"Lake, IN",2017,"484,766"
"LaPorte, IN",2017,"109,911"
"Lawrence, IN",2017,"45,625"
"Madison, IN",2017,"129,460"
"Marion, IN",2017,"948,952"
"Marshall, IN",2017,"46,460"
"Martin, IN",2017,"10,186"
"Miami, IN",2017,"35,827"
"Monroe, IN",2017,"146,720"
"Montgomery, IN",2017,"38,397"
"Morgan, IN",2017,"69,810"
"Newton, IN",2017,"14,041"
"Noble, IN",2017,"47,384"
"Ohio, IN",2017,"5,845"
"Orange, IN",2017,"19,404"
"Owen, IN",2017,"20,793"
"Parke, IN",2017,"16,903"
"Perry, IN",2017,"18,988"
"Pike, IN",2017,"12,332"
"Porter, IN",2017,"168,544"
"Posey, IN",2017,"25,566"
"Pulaski, IN",2017,"12,518"
"Putnam, IN",2017,"37,610"
"Randolph, IN",2017,"24,954"
"Ripley, IN",2017,"28,485"
"Rush, IN",2017,"16,659"
"St. Joseph, IN",2017,"269,994"
"Scott, IN",2017,"23,853"
"Shelby, IN",2017,"44,404"
"Spencer, IN",2017,"20,417"
"Starke, IN",2017,"22,944"
"Steuben, IN",2017,"34,421"
"Sullivan, IN",2017,"20,699"
"Switzerland, IN",2017,"10,674"
"Tippecanoe, IN",2017,"191,670"
"Tipton, IN",2017,"15,139"
"Union, IN",2017,"7,162"
"Vanderburgh, IN",2017,"180,900"
"Vermillion, IN",2017,"15,487"
"Vigo, IN",2017,"107,681"
"Wabash, IN",2017,"31,410"
"Warren, IN",2017,"8,198"
"Warrick, IN",2017,"62,505"
"Washington, IN",2017,"27,788"
"Wayne, IN",2017,"66,178"
"Wells, IN",2017,"28,014"
"White, IN",2017,"24,165"
"Whitley, IN",2017,"33,777"
"Adair, IA",2017,"7,053"
"Adams, IA",2017,"3,663"
"Allamakee, IA",2017,"13,804"
"Appanoose, IA",2017,"12,363"
"Audubon, IA",2017,"5,566"
"Benton, IA",2017,"25,633"
"Black Hawk, IA",2017,"132,409"
"Boone, IA",2017,"26,476"
"Bremer, IA",2017,"24,822"
"Buchanan, IA",2017,"21,156"
"Buena Vista, IA",2017,"20,102"
"Butler, IA",2017,"14,582"
"Calhoun, IA",2017,"9,749"
"Carroll, IA",2017,"20,273"
"Cass, IA",2017,"13,126"
"Cedar, IA",2017,"18,551"
"Cerro Gordo, IA",2017,"42,997"
"Cherokee, IA",2017,"11,330"
"Chickasaw, IA",2017,"12,036"
"Clarke, IA",2017,"9,331"
"Clay, IA",2017,"16,153"
"Clayton, IA",2017,"17,650"
"Clinton, IA",2017,"46,902"
"Crawford, IA",2017,"17,119"
"Dallas, IA",2017,"87,215"
"Davis, IA",2017,"8,991"
"Decatur, IA",2017,"7,943"
"Delaware, IA",2017,"17,158"
"Des Moines, IA",2017,"39,320"
"Dickinson, IA",2017,"17,173"
"Dubuque, IA",2017,"97,009"
"Emmet, IA",2017,"9,414"
"Fayette, IA",2017,"19,708"
"Floyd, IA",2017,"15,761"
"Franklin, IA",2017,"10,159"
"Fremont, IA",2017,"6,952"
"Greene, IA",2017,"8,969"
"Grundy, IA",2017,"12,322"
"Guthrie, IA",2017,"10,667"
"Hamilton, IA",2017,"15,069"
"Hancock, IA",2017,"10,773"
"Hardin, IA",2017,"17,007"
"Harrison, IA",2017,"14,129"
"Henry, IA",2017,"20,060"
"Howard, IA",2017,"9,219"
"Humboldt, IA",2017,"9,578"
"Ida, IA",2017,"6,856"
"Iowa, IA",2017,"16,118"
"Jackson, IA",2017,"19,368"
"Jasper, IA",2017,"36,985"
"Jefferson, IA",2017,"18,233"
"Johnson, IA",2017,"149,213"
"Jones, IA",2017,"20,684"
"Keokuk, IA",2017,"10,149"
"Kossuth, IA",2017,"14,970"
"Lee, IA",2017,"34,243"
"Linn, IA",2017,"224,277"
"Louisa, IA",2017,"11,203"
"Lucas, IA",2017,"8,550"
"Lyon, IA",2017,"11,797"
"Madison, IA",2017,"16,030"
"Mahaska, IA",2017,"22,197"
"Marion, IA",2017,"33,105"
"Marshall, IA",2017,"40,148"
"Mills, IA",2017,"15,053"
"Mitchell, IA",2017,"10,570"
"Monona, IA",2017,"8,746"
"Monroe, IA",2017,"7,815"
"Montgomery, IA",2017,"10,111"
"Muscatine, IA",2017,"42,892"
"O'Brien, IA",2017,"13,812"
"Osceola, IA",2017,"6,039"
"Page, IA",2017,"15,263"
"Palo Alto, IA",2017,"9,059"
"Plymouth, IA",2017,"25,091"
"Pocahontas, IA",2017,"6,840"
"Polk, IA",2017,"481,086"
"Pottawattamie, IA",2017,"93,510"
"Poweshiek, IA",2017,"18,563"
"Ringgold, IA",2017,"5,029"
"Sac, IA",2017,"9,796"
"Scott, IA",2017,"172,692"
"Shelby, IA",2017,"11,577"
"Sioux, IA",2017,"34,841"
"Story, IA",2017,"97,260"
"Tama, IA",2017,"17,055"
"Taylor, IA",2017,"6,148"
"Union, IA",2017,"12,481"
"Van Buren, IA",2017,"7,164"
"Wapello, IA",2017,"35,107"
"Warren, IA",2017,"50,102"
"Washington, IA",2017,"22,257"
"Wayne, IA",2017,"6,486"
"Webster, IA",2017,"36,643"
"Winnebago, IA",2017,"10,588"
"Winneshiek, IA",2017,"20,131"
"Woodbury, IA",2017,"102,052"
"Worth, IA",2017,"7,461"
"Wright, IA",2017,"12,749"
"Allen, KS",2017,"12,518"
"Anderson, KS",2017,"7,860"
"Atchison, KS",2017,"16,301"
"Barber, KS",2017,"4,583"
"Barton, KS",2017,"26,432"
"Bourbon, KS",2017,"14,676"
"Brown, KS",2017,"9,612"
"Butler, KS",2017,"66,836"
"Chase, KS",2017,"2,658"
"Chautauqua, KS",2017,"3,328"
"Cherokee, KS",2017,"20,114"
"Cheyenne, KS",2017,"2,690"
"Clark, KS",2017,"1,999"
"Clay, KS",2017,"8,016"
"Cloud, KS",2017,"8,944"
"Coffey, KS",2017,"8,228"
"Comanche, KS",2017,"1,767"
"Cowley, KS",2017,"35,356"
"Crawford, KS",2017,"39,031"
"Decatur, KS",2017,"2,878"
"Dickinson, KS",2017,"18,842"
"Doniphan, KS",2017,"7,665"
"Douglas, KS",2017,"120,629"
"Edwards, KS",2017,"2,893"
"Elk, KS",2017,"2,522"
"Ellis, KS",2017,"28,769"
"Ellsworth, KS",2017,"6,307"
"Finney, KS",2017,"36,853"
"Ford, KS",2017,"34,288"
"Franklin, KS",2017,"25,657"
"Geary, KS",2017,"33,633"
"Gove, KS",2017,"2,630"
"Graham, KS",2017,"2,505"
"Grant, KS",2017,"7,518"
"Gray, KS",2017,"5,996"
"Greeley, KS",2017,"1,233"
"Greenwood, KS",2017,"6,094"
"Hamilton, KS",2017,"2,620"
"Harper, KS",2017,"5,583"
"Harvey, KS",2017,"34,413"
"Haskell, KS",2017,"4,031"
"Hodgeman, KS",2017,"1,849"
"Jackson, KS",2017,"13,321"
"Jefferson, KS",2017,"18,990"
"Jewell, KS",2017,"2,855"
"Johnson, KS",2017,"591,284"
"Kearny, KS",2017,"3,940"
"Kingman, KS",2017,"7,313"
"Kiowa, KS",2017,"2,501"
"Labette, KS",2017,"20,152"
"Lane, KS",2017,"1,546"
"Leavenworth, KS",2017,"81,032"
"Lincoln, KS",2017,"3,051"
"Linn, KS",2017,"9,696"
"Logan, KS",2017,"2,834"
"Lyon, KS",2017,"33,344"
"McPherson, KS",2017,"28,673"
"Marion, KS",2017,"11,972"
"Marshall, KS",2017,"9,698"
"Meade, KS",2017,"4,260"
"Miami, KS",2017,"33,413"
"Mitchell, KS",2017,"6,191"
"Montgomery, KS",2017,"32,388"
"Morris, KS",2017,"5,466"
"Morton, KS",2017,"2,744"
"Nemaha, KS",2017,"10,098"
"Neosho, KS",2017,"16,028"
"Ness, KS",2017,"2,878"
"Norton, KS",2017,"5,436"
"Osage, KS",2017,"15,830"
"Osborne, KS",2017,"3,556"
"Ottawa, KS",2017,"5,834"
"Pawnee, KS",2017,"6,670"
"Phillips, KS",2017,"5,400"
"Pottawatomie, KS",2017,"23,972"
"Pratt, KS",2017,"9,513"
"Rawlins, KS",2017,"2,485"
"Reno, KS",2017,"62,688"
"Republic, KS",2017,"4,675"
"Rice, KS",2017,"9,598"
"Riley, KS",2017,"73,982"
"Rooks, KS",2017,"5,067"
"Rush, KS",2017,"3,065"
"Russell, KS",2017,"6,929"
"Saline, KS",2017,"54,529"
"Scott, KS",2017,"4,943"
"Sedgwick, KS",2017,"513,289"
"Seward, KS",2017,"22,199"
"Shawnee, KS",2017,"178,173"
"Sheridan, KS",2017,"2,531"
