County Name,Year,Total Employments
"Henderson, TX",2017,"31,088"
"Hidalgo, TX",2017,"375,913"
"Hill, TX",2017,"16,581"
"Hockley, TX",2017,"13,760"
"Hood, TX",2017,"28,808"
"Hopkins, TX",2017,"20,093"
"Houston, TX",2017,"11,467"
"Howard, TX",2017,"17,185"
"Hudspeth, TX",2017,"1,940"
"Hunt, TX",2017,"46,488"
"Hutchinson, TX",2017,"10,926"
"Irion, TX",2017,"1,498"
"Jack, TX",2017,"6,223"
"Jackson, TX",2017,"8,325"
"Jasper, TX",2017,"15,198"
"Jeff Davis, TX",2017,"1,416"
"Jefferson, TX",2017,"157,767"
"Jim Hogg, TX",2017,"2,701"
"Jim Wells, TX",2017,"22,272"
"Johnson, TX",2017,"75,655"
"Jones, TX",2017,"7,814"
"Karnes, TX",2017,"9,531"
"Kaufman, TX",2017,"52,037"
"Kendall, TX",2017,"29,913"
"Kenedy, TX",2017,723
"Kent, TX",2017,614
"Kerr, TX",2017,"31,299"
"Kimble, TX",2017,"2,950"
"King, TX",2017,232
"Kinney, TX",2017,"1,678"
"Kleberg, TX",2017,"15,725"
"Knox, TX",2017,"1,951"
"Lamar, TX",2017,"31,066"
"Lamb, TX",2017,"6,190"
"Lampasas, TX",2017,"8,792"
"La Salle, TX",2017,"4,927"
"Lavaca, TX",2017,"12,150"
"Lee, TX",2017,"11,900"
"Leon, TX",2017,"9,608"
"Liberty, TX",2017,"28,118"
"Limestone, TX",2017,"11,987"
"Lipscomb, TX",2017,"2,384"
"Live Oak, TX",2017,"6,699"
"Llano, TX",2017,"10,010"
"Loving, TX",2017,104
"Lubbock, TX",2017,"193,410"
"Lynn, TX",2017,"2,889"
"McCulloch, TX",2017,"4,891"
"McLennan, TX",2017,"153,767"
"McMullen, TX",2017,"1,115"
"Madison, TX",2017,"6,954"
"Marion, TX",2017,"3,707"
"Martin, TX",2017,"3,717"
"Mason, TX",2017,"3,036"
"Matagorda, TX",2017,"16,663"
"Maverick, TX",2017,"24,575"
"Medina, TX",2017,"18,811"
"Menard, TX",2017,"1,284"
"Midland, TX",2017,"143,249"
"Milam, TX",2017,"11,038"
"Mills, TX",2017,"3,011"
"Mitchell, TX",2017,"3,714"
"Montague, TX",2017,"10,546"
"Montgomery, TX",2017,"284,789"
"Moore, TX",2017,"13,019"
"Morris, TX",2017,"5,344"
"Motley, TX",2017,826
"Nacogdoches, TX",2017,"33,001"
"Navarro, TX",2017,"25,788"
"Newton, TX",2017,"2,613"
"Nolan, TX",2017,"8,484"
"Nueces, TX",2017,"221,278"
"Ochiltree, TX",2017,"7,166"
"Oldham, TX",2017,"1,416"
"Orange, TX",2017,"32,349"
"Palo Pinto, TX",2017,"14,612"
"Panola, TX",2017,"13,531"
"Parker, TX",2017,"63,596"
"Parmer, TX",2017,"7,013"
"Pecos, TX",2017,"7,716"
"Polk, TX",2017,"19,396"
"Potter, TX",2017,"100,102"
"Presidio, TX",2017,"3,251"
"Rains, TX",2017,"4,320"
"Randall, TX",2017,"56,168"
"Reagan, TX",2017,"2,960"
"Real, TX",2017,"1,768"
"Red River, TX",2017,"5,546"
"Reeves, TX",2017,"7,437"
"Refugio, TX",2017,"3,819"
"Roberts, TX",2017,581
"Robertson, TX",2017,"8,163"
"Rockwall, TX",2017,"51,312"
"Runnels, TX",2017,"5,482"
"Rusk, TX",2017,"21,506"
"Sabine, TX",2017,"3,650"
"San Augustine, TX",2017,"3,002"
"San Jacinto, TX",2017,"6,073"
"San Patricio, TX",2017,"30,375"
"San Saba, TX",2017,"3,779"
"Schleicher, TX",2017,"1,720"
"Scurry, TX",2017,"10,137"
"Shackelford, TX",2017,"3,185"
"Shelby, TX",2017,"12,580"
"Sherman, TX",2017,"1,663"
"Smith, TX",2017,"149,940"
"Somervell, TX",2017,"5,810"
"Starr, TX",2017,"24,358"
"Stephens, TX",2017,"5,912"
"Sterling, TX",2017,"1,022"
"Stonewall, TX",2017,"1,215"
"Sutton, TX",2017,"2,941"
"Swisher, TX",2017,"3,364"
"Tarrant, TX",2017,"1,259,251"
"Taylor, TX",2017,"89,254"
"Terrell, TX",2017,570
"Terry, TX",2017,"6,018"
"Throckmorton, TX",2017,"1,271"
"Titus, TX",2017,"20,336"
"Tom Green, TX",2017,"70,890"
"Travis, TX",2017,"1,029,853"
"Trinity, TX",2017,"4,627"
"Tyler, TX",2017,"6,528"
"Upshur, TX",2017,"14,551"
"Upton, TX",2017,"2,344"
"Uvalde, TX",2017,"14,982"
"Val Verde, TX",2017,"25,450"
"Van Zandt, TX",2017,"21,755"
"Victoria, TX",2017,"53,985"
"Walker, TX",2017,"34,000"
"Waller, TX",2017,"26,385"
"Ward, TX",2017,"6,405"
"Washington, TX",2017,"24,149"
"Webb, TX",2017,"142,170"
"Wharton, TX",2017,"24,283"
"Wheeler, TX",2017,"3,959"
"Wichita, TX",2017,"81,912"
"Wilbarger, TX",2017,"7,873"
"Willacy, TX",2017,"6,109"
"Williamson, TX",2017,"264,546"
"Wilson, TX",2017,"17,594"
"Winkler, TX",2017,"3,867"
"Wise, TX",2017,"34,650"
"Wood, TX",2017,"18,794"
"Yoakum, TX",2017,"5,321"
"Young, TX",2017,"12,943"
"Zapata, TX",2017,"5,581"
"Zavala, TX",2017,"4,555"
"Beaver, UT",2017,"4,122"
"Box Elder, UT",2017,"28,875"
"Cache, UT",2017,"76,881"
"Carbon, UT",2017,"10,828"
"Daggett, UT",2017,614
"Davis, UT",2017,"186,512"
"Duchesne, UT",2017,"11,838"
"Emery, UT",2017,"4,863"
"Garfield, UT",2017,"3,624"
"Grand, UT",2017,"8,097"
"Iron, UT",2017,"26,187"
"Juab, UT",2017,"5,335"
"Kane, UT",2017,"5,143"
"Millard, UT",2017,"7,291"
"Morgan, UT",2017,"4,802"
"Piute, UT",2017,621
"Rich, UT",2017,"1,631"
"Salt Lake, UT",2017,"898,296"
"San Juan, UT",2017,"6,469"
"Sanpete, UT",2017,"12,478"
"Sevier, UT",2017,"12,359"
"Summit, UT",2017,"42,124"
"Tooele, UT",2017,"23,427"
"Uintah, UT",2017,"17,822"
"Utah, UT",2017,"346,113"
"Wasatch, UT",2017,"16,194"
"Washington, UT",2017,"94,833"
"Wayne, UT",2017,"1,869"
"Weber, UT",2017,"138,069"
"Addison, VT",2017,"24,280"
"Bennington, VT",2017,"25,192"
"Caledonia, VT",2017,"17,178"
"Chittenden, VT",2017,"137,009"
"Essex, VT",2017,"2,103"
"Franklin, VT",2017,"25,324"
"Grand Isle, VT",2017,"2,796"
"Lamoille, VT",2017,"18,175"
"Orange, VT",2017,"13,845"
"Orleans, VT",2017,"16,682"
"Rutland, VT",2017,"37,609"
"Washington, VT",2017,"47,429"
"Windham, VT",2017,"32,923"
"Windsor, VT",2017,"36,445"
"Accomack, VA",2017,"18,135"
"Amelia, VA",2017,"4,543"
"Amherst, VA",2017,"11,860"
"Appomattox, VA",2017,"5,381"
"Arlington, VA",2017,"233,308"
"Bath, VA",2017,"3,057"
"Bedford, VA*",2017,"30,633"
"Bland, VA",2017,"2,813"
"Botetourt, VA",2017,"15,337"
"Brunswick, VA",2017,"5,470"
"Buchanan, VA",2017,"8,343"
"Buckingham, VA",2017,"5,137"
"Caroline, VA",2017,"9,464"
"Charles City, VA",2017,"2,621"
"Charlotte, VA",2017,"4,991"
"Chesterfield, VA",2017,"189,207"
"Clarke, VA",2017,"7,110"
"Craig, VA",2017,"1,422"
"Culpeper, VA",2017,"23,705"
"Cumberland, VA",2017,"2,592"
"Dickenson, VA",2017,"4,342"
"Essex, VA",2017,"5,394"
"Fauquier, VA",2017,"36,438"
"Floyd, VA",2017,"6,216"
"Fluvanna, VA",2017,"7,629"
"Franklin, VA",2017,"22,968"
"Giles, VA",2017,"6,590"
"Gloucester, VA",2017,"14,057"
"Goochland, VA",2017,"21,628"
"Grayson, VA",2017,"5,168"
"Greene, VA",2017,"6,489"
"Halifax, VA",2017,"16,414"
"Hanover, VA",2017,"70,629"
"Henrico, VA",2017,"253,804"
"Highland, VA",2017,"1,267"
"Isle of Wight, VA",2017,"15,963"
"King and Queen, VA",2017,"1,980"
"King George, VA",2017,"15,167"
"King William, VA",2017,"6,170"
"Lancaster, VA",2017,"6,898"
"Lee, VA",2017,"7,136"
"Loudoun, VA",2017,"237,826"
"Louisa, VA",2017,"14,748"
"Lunenburg, VA",2017,"4,117"
"Madison, VA",2017,"5,754"
"Mathews, VA",2017,"3,019"
"Mecklenburg, VA",2017,"15,404"
"Middlesex, VA",2017,"5,487"
"Nelson, VA",2017,"6,677"
"New Kent, VA",2017,"7,744"
"Northampton, VA",2017,"6,560"
"Northumberland, VA",2017,"4,457"
"Nottoway, VA",2017,"7,409"
"Orange, VA",2017,"14,881"
"Page, VA",2017,"8,807"
"Patrick, VA",2017,"7,412"
"Powhatan, VA",2017,"11,827"
"Prince Edward, VA",2017,"12,134"
"Pulaski, VA",2017,"16,681"
"Rappahannock, VA",2017,"3,785"
"Richmond, VA",2017,"4,155"
"Russell, VA",2017,"10,002"
"Scott, VA",2017,"7,608"
"Shenandoah, VA",2017,"20,535"
"Smyth, VA",2017,"15,979"
"Stafford, VA",2017,"63,317"
"Surry, VA",2017,"3,283"
"Sussex, VA",2017,"4,718"
"Tazewell, VA",2017,"19,470"
"Warren, VA",2017,"17,820"
"Westmoreland, VA",2017,"6,106"
"Wythe, VA",2017,"15,564"
"Alexandria (Independent City), VA",2017,"127,787"
"Chesapeake (Independent City), VA",2017,"133,636"
"Hampton (Independent City), VA",2017,"77,302"
"Newport News (Independent City), VA",2017,"125,444"
"Norfolk (Independent City), VA",2017,"214,423"
"Portsmouth (Independent City), VA",2017,"60,217"
"Richmond (Independent City), VA",2017,"197,639"
"Roanoke (Independent City), VA",2017,"81,343"
"Suffolk (Independent City), VA",2017,"42,782"
"Virginia Beach (Independent City), VA",2017,"265,642"
"Albemarle + Charlottesville, VA*",2017,"132,262"
"Alleghany + Covington, VA*",2017,"9,838"
"Augusta, Staunton + Waynesboro, VA*",2017,"65,173"
"Campbell + Lynchburg, VA*",2017,"89,013"
"Carroll + Galax, VA*",2017,"16,938"
"Dinwiddie, Colonial Heights + Petersburg, VA*",2017,"40,981"
"Fairfax, Fairfax City + Falls Church, VA*",2017,"907,332"
"Frederick + Winchester, VA*",2017,"74,623"
"Greensville + Emporia, VA*",2017,"9,640"
"Henry + Martinsville, VA*",2017,"31,600"
"James City + Williamsburg, VA*",2017,"57,751"
"Montgomery + Radford, VA*",2017,"64,576"
"Pittsylvania + Danville, VA*",2017,"51,231"
"Prince George + Hopewell, VA*",2017,"38,081"
"Prince William, Manassas + Manassas Park, VA*",2017,"242,558"
"Roanoke + Salem, VA*",2017,"76,000"
"Rockbridge, Buena Vista + Lexington, VA*",2017,"19,436"
"Rockingham + Harrisonburg, VA*",2017,"85,377"
"Southampton + Franklin, VA*",2017,"11,153"
"Spotsylvania + Fredericksburg, VA*",2017,"84,299"
"Washington + Bristol, VA*",2017,"40,036"
"Wise + Norton, VA*",2017,"18,994"
"York + Poquoson, VA*",2017,"35,349"
"Adams, WA",2017,"9,319"
"Asotin, WA",2017,"9,256"
"Benton, WA",2017,"110,365"
"Chelan, WA",2017,"54,512"
"Clallam, WA",2017,"34,263"
"Clark, WA",2017,"228,990"
"Columbia, WA",2017,"2,129"
"Cowlitz, WA",2017,"50,108"
"Douglas, WA",2017,"16,814"
"Ferry, WA",2017,"2,801"
"Franklin, WA",2017,"41,887"
"Garfield, WA",2017,"1,132"
"Grant, WA",2017,"48,552"
"Grays Harbor, WA",2017,"30,805"
"Island, WA",2017,"35,312"
"Jefferson, WA",2017,"15,022"
"King, WA",2017,"1,772,898"
"Kitsap, WA",2017,"132,502"
"Kittitas, WA",2017,"22,245"
"Klickitat, WA",2017,"11,184"
"Lewis, WA",2017,"35,963"
"Lincoln, WA",2017,"5,004"
"Mason, WA",2017,"20,605"
"Okanogan, WA",2017,"23,777"
"Pacific, WA",2017,"9,981"
"Pend Oreille, WA",2017,"4,915"
"Pierce, WA",2017,"439,922"
"San Juan, WA",2017,"11,585"
"Skagit, WA",2017,"69,176"
"Skamania, WA",2017,"3,654"
"Snohomish, WA",2017,"399,179"
"Spokane, WA",2017,"298,018"
"Stevens, WA",2017,"17,298"
"Thurston, WA",2017,"150,093"
"Wahkiakum, WA",2017,"1,436"
"Walla Walla, WA",2017,"35,732"
"Whatcom, WA",2017,"126,487"
"Whitman, WA",2017,"26,251"
"Yakima, WA",2017,"132,774"
"Barbour, WV",2017,"5,436"
"Berkeley, WV",2017,"47,185"
"Boone, WV",2017,"6,198"
"Braxton, WV",2017,"5,187"
"Brooke, WV",2017,"10,062"
"Cabell, WV",2017,"64,473"
"Calhoun, WV",2017,"3,237"
"Clay, WV",2017,"2,133"
"Doddridge, WV",2017,"2,699"
"Fayette, WV",2017,"14,302"
"Gilmer, WV",2017,"3,128"
"Grant, WV",2017,"5,212"
"Greenbrier, WV",2017,"18,554"
"Hampshire, WV",2017,"7,258"
"Hancock, WV",2017,"12,282"
"Hardy, WV",2017,"8,309"
"Harrison, WV",2017,"47,065"
"Jackson, WV",2017,"11,494"
"Jefferson, WV",2017,"24,298"
"Kanawha, WV",2017,"125,341"
"Lewis, WV",2017,"8,696"
"Lincoln, WV",2017,"3,868"
"Logan, WV",2017,"12,033"
"McDowell, WV",2017,"5,356"
"Marion, WV",2017,"25,136"
"Marshall, WV",2017,"14,846"
"Mason, WV",2017,"8,328"
"Mercer, WV",2017,"26,248"
"Mineral, WV",2017,"10,888"
"Mingo, WV",2017,"7,197"
"Monongalia, WV",2017,"74,060"
"Monroe, WV",2017,"4,160"
"Morgan, WV",2017,"4,889"
"Nicholas, WV",2017,"9,512"
"Ohio, WV",2017,"35,461"
"Pendleton, WV",2017,"2,982"
"Pleasants, WV",2017,"3,468"
"Pocahontas, WV",2017,"4,657"
"Preston, WV",2017,"11,971"
"Putnam, WV",2017,"27,777"
"Raleigh, WV",2017,"39,413"
"Randolph, WV",2017,"15,021"
"Ritchie, WV",2017,"5,390"
"Roane, WV",2017,"5,599"
"Summers, WV",2017,"3,600"
"Taylor, WV",2017,"5,165"
"Tucker, WV",2017,"3,693"
"Tyler, WV",2017,"3,210"
"Upshur, WV",2017,"10,687"
"Wayne, WV",2017,"11,495"
"Webster, WV",2017,"2,363"
"Wetzel, WV",2017,"5,880"
"Wirt, WV",2017,"1,336"
"Wood, WV",2017,"46,170"
"Wyoming, WV",2017,"5,647"
"Adams, WI",2017,"6,709"
"Ashland, WI",2017,"10,622"
"Barron, WI",2017,"29,459"
"Bayfield, WI",2017,"7,144"
"Brown, WI",2017,"193,856"
"Buffalo, WI",2017,"7,006"
"Burnett, WI",2017,"7,434"
"Calumet, WI",2017,"19,056"
"Chippewa, WI",2017,"34,614"
"Clark, WI",2017,"18,263"
"Columbia, WI",2017,"32,190"
"Crawford, WI",2017,"10,793"
"Dane, WI",2017,"435,663"
"Dodge, WI",2017,"46,528"
"Door, WI",2017,"20,386"
"Douglas, WI",2017,"21,626"
"Dunn, WI",2017,"25,583"
"Eau Claire, WI",2017,"76,007"
"Florence, WI",2017,"1,723"
"Fond du Lac, WI",2017,"60,115"
"Forest, WI",2017,"4,620"
"Grant, WI",2017,"29,072"
"Green, WI",2017,"23,157"
"Green Lake, WI",2017,"9,569"
"Iowa, WI",2017,"15,507"
"Iron, WI",2017,"2,594"
"Jackson, WI",2017,"11,736"
"Jefferson, WI",2017,"44,580"
"Juneau, WI",2017,"12,639"
"Kenosha, WI",2017,"85,866"
"Kewaunee, WI",2017,"10,029"
"La Crosse, WI",2017,"88,407"
"Lafayette, WI",2017,"8,063"
"Langlade, WI",2017,"10,570"
"Lincoln, WI",2017,"15,014"
"Manitowoc, WI",2017,"43,846"
"Marathon, WI",2017,"91,605"
"Marinette, WI",2017,"23,745"
"Marquette, WI",2017,"6,262"
"Menominee, WI",2017,"2,388"
"Milwaukee, WI",2017,"607,465"
"Monroe, WI",2017,"28,082"
"Oconto, WI",2017,"14,549"
"Oneida, WI",2017,"22,885"
"Outagamie, WI",2017,"136,078"
"Ozaukee, WI",2017,"60,027"
"Pepin, WI",2017,"3,956"
"Pierce, WI",2017,"17,862"
"Polk, WI",2017,"23,745"
"Portage, WI",2017,"46,454"
"Price, WI",2017,"8,221"
"Racine, WI",2017,"95,407"
"Richland, WI",2017,"9,246"
"Rock, WI",2017,"85,315"
"Rusk, WI",2017,"7,525"
"St. Croix, WI",2017,"48,228"
"Sauk, WI",2017,"48,024"
"Sawyer, WI",2017,"10,265"
"Shawano, WI",2017,"19,567"
"Sheboygan, WI",2017,"74,532"
"Taylor, WI",2017,"12,011"
"Trempealeau, WI",2017,"19,845"
"Vernon, WI",2017,"15,958"
"Vilas, WI",2017,"12,572"
"Walworth, WI",2017,"58,323"
"Washburn, WI",2017,"8,715"
"Washington, WI",2017,"74,877"
"Waukesha, WI",2017,"311,761"
"Waupaca, WI",2017,"26,847"
"Waushara, WI",2017,"9,513"
"Winnebago, WI",2017,"116,298"
"Wood, WI",2017,"48,311"
"Albany, WY",2017,"23,900"
"Big Horn, WY",2017,"6,690"
"Campbell, WY",2017,"33,662"
"Carbon, WY",2017,"9,677"
"Converse, WY",2017,"8,651"
"Crook, WY",2017,"4,758"
"Fremont, WY",2017,"23,409"
"Goshen, WY",2017,"7,422"
"Hot Springs, WY",2017,"3,017"
"Johnson, WY",2017,"6,560"
"Laramie, WY",2017,"68,988"
"Lincoln, WY",2017,"10,709"
"Natrona, WY",2017,"53,892"
"Niobrara, WY",2017,"1,829"
"Park, WY",2017,"21,371"
"Platte, WY",2017,"5,932"
"Sheridan, WY",2017,"21,239"
"Sublette, WY",2017,"6,605"
"Sweetwater, WY",2017,"27,903"
"Teton, WY",2017,"32,777"
"Uinta, WY",2017,"11,731"
"Washakie, WY",2017,"5,308"
"Weston, WY",2017,"3,964"
"Autauga, AL",2018,"18,115"
"Baldwin, AL",2018,"115,166"
"Barbour, AL",2018,"11,828"
"Bibb, AL",2018,"6,500"
"Blount, AL",2018,"15,551"
"Bullock, AL",2018,"4,119"
"Butler, AL",2018,"9,637"
"Calhoun, AL",2018,"59,020"
"Chambers, AL",2018,"12,650"
"Cherokee, AL",2018,"8,538"
"Chilton, AL",2018,"14,980"
"Choctaw, AL",2018,"5,675"
"Clarke, AL",2018,"11,866"
"Clay, AL",2018,"6,227"
"Cleburne, AL",2018,"4,122"
"Coffee, AL",2018,"22,669"
"Colbert, AL",2018,"31,805"
"Conecuh, AL",2018,"5,204"
"Coosa, AL",2018,"2,386"
"Covington, AL",2018,"17,785"
"Crenshaw, AL",2018,"6,004"
"Cullman, AL",2018,"42,074"
"Dale, AL",2018,"26,438"
"Dallas, AL",2018,"17,310"
"DeKalb, AL",2018,"32,641"
"Elmore, AL",2018,"31,709"
"Escambia, AL",2018,"18,034"
"Etowah, AL",2018,"50,804"
"Fayette, AL",2018,"6,084"
"Franklin, AL",2018,"15,213"
"Geneva, AL",2018,"8,862"
"Greene, AL",2018,"3,159"
"Hale, AL",2018,"5,140"
"Henry, AL",2018,"5,934"
"Houston, AL",2018,"64,607"
"Jackson, AL",2018,"23,281"
"Jefferson, AL",2018,"475,326"
"Lamar, AL",2018,"5,438"
"Lauderdale, AL",2018,"44,316"
"Lawrence, AL",2018,"10,015"
"Lee, AL",2018,"84,897"
"Limestone, AL",2018,"37,626"
"Lowndes, AL",2018,"4,070"
"Macon, AL",2018,"7,441"
"Madison, AL",2018,"263,764"
"Marengo, AL",2018,"10,054"
"Marion, AL",2018,"13,794"
"Marshall, AL",2018,"51,781"
"Mobile, AL",2018,"239,627"
"Monroe, AL",2018,"9,288"
"Montgomery, AL",2018,"174,400"
"Morgan, AL",2018,"65,753"
"Perry, AL",2018,"3,762"
"Pickens, AL",2018,"6,214"
"Pike, AL",2018,"19,590"
"Randolph, AL",2018,"8,072"
"Russell, AL",2018,"21,295"
"St. Clair, AL",2018,"30,613"
"Shelby, AL",2018,"126,450"
"Sumter, AL",2018,"5,052"
"Talladega, AL",2018,"38,168"
"Tallapoosa, AL",2018,"18,758"
"Tuscaloosa, AL",2018,"127,895"
"Walker, AL",2018,"25,540"
"Washington, AL",2018,"5,820"
"Wilcox, AL",2018,"4,398"
"Winston, AL",2018,"11,163"
"Aleutians East Borough, AK*",2018,"2,498"
"Aleutians West Census Area, AK*",2018,"3,768"
"Anchorage Municipality, AK",2018,"204,451"
"Bethel Census Area, AK*",2018,"8,333"
"Bristol Bay Borough, AK",2018,"1,608"
"Denali Borough, AK*",2018,"2,498"
"Dillingham Census Area, AK*",2018,"3,582"
"Fairbanks North Star Borough, AK",2018,"59,454"
"Haines Borough, AK",2018,"1,753"
"Hoonah-Angoon Census Area, AK*",2018,"1,306"
"Juneau City and Borough, AK",2018,"23,608"
"Kenai Peninsula Borough, AK",2018,"32,670"
"Ketchikan Gateway Borough, AK*",2018,"10,326"
"Kodiak Island Borough, AK",2018,"9,404"
"Kusilvak Census Area, AK*",2018,"3,099"
"Lake and Peninsula Borough, AK*",2018,"1,326"
"Matanuska-Susitna Borough, AK",2018,"39,765"
"Nome Census Area, AK*",2018,"4,933"
"North Slope Borough, AK",2018,"12,507"
"Northwest Arctic Borough, AK",2018,"3,275"
"Petersburg Borough, AK*",2018,"2,438"
"Prince of Wales-Hyder Census Area, AK*",2018,"3,202"
"Sitka City and Borough, AK",2018,"6,530"
"Skagway Municipality, AK*",2018,"1,270"
"Southeast Fairbanks Census Area, AK*",2018,"3,708"
"Valdez-Cordova Census Area, AK*",2018,"7,174"
"Wrangell City and Borough, AK*",2018,"1,373"
"Yakutat City and Borough, AK*",2018,428
"Yukon-Koyukuk Census Area, AK*",2018,"2,891"
"Apache, AZ",2018,"28,206"
"Cochise, AZ",2018,"51,617"
"Coconino, AZ",2018,"87,538"
"Gila, AZ",2018,"21,169"
"Graham, AZ",2018,"12,526"
"Greenlee, AZ",2018,"5,544"
"La Paz, AZ",2018,"7,881"
"Maricopa, AZ",2018,"2,691,946"
"Mohave, AZ",2018,"71,666"
"Navajo, AZ",2018,"41,331"
"Pima, AZ",2018,"527,392"
"Pinal, AZ",2018,"99,749"
"Santa Cruz, AZ",2018,"20,583"
"Yavapai, AZ",2018,"102,335"
"Yuma, AZ",2018,"89,654"
"Arkansas, AR",2018,"13,348"
"Ashley, AR",2018,"9,430"
"Baxter, AR",2018,"21,963"
"Benton, AR",2018,"163,291"
"Boone, AR",2018,"20,668"
"Bradley, AR",2018,"5,148"
"Calhoun, AR",2018,"3,299"
"Carroll, AR",2018,"16,091"
"Chicot, AR",2018,"4,738"
"Clark, AR",2018,"12,856"
"Clay, AR",2018,"5,556"
"Cleburne, AR",2018,"11,233"
"Cleveland, AR",2018,"1,964"
"Columbia, AR",2018,"11,567"
"Conway, AR",2018,"10,006"
"Craighead, AR",2018,"69,437"
"Crawford, AR",2018,"27,642"
"Crittenden, AR",2018,"23,596"
"Cross, AR",2018,"7,824"
"Dallas, AR",2018,"3,427"
"Desha, AR",2018,"6,545"
"Drew, AR",2018,"9,434"
"Faulkner, AR",2018,"60,024"
"Franklin, AR",2018,"7,378"
"Fulton, AR",2018,"3,958"
"Garland, AR",2018,"53,599"
"Grant, AR",2018,"6,395"
"Greene, AR",2018,"21,290"
"Hempstead, AR",2018,"10,630"
"Hot Spring, AR",2018,"12,515"
"Howard, AR",2018,"8,856"
"Independence, AR",2018,"21,470"
"Izard, AR",2018,"5,391"
"Jackson, AR",2018,"7,355"
"Jefferson, AR",2018,"36,634"
"Johnson, AR",2018,"11,399"
"Lafayette, AR",2018,"2,222"
"Lawrence, AR",2018,"6,545"
"Lee, AR",2018,"3,454"
"Lincoln, AR",2018,"4,517"
"Little River, AR",2018,"4,977"
"Logan, AR",2018,"8,434"
"Lonoke, AR",2018,"23,385"
"Madison, AR",2018,"6,613"
"Marion, AR",2018,"6,341"
"Miller, AR",2018,"18,543"
"Mississippi, AR",2018,"22,853"
"Monroe, AR",2018,"3,480"
"Montgomery, AR",2018,"2,990"
"Nevada, AR",2018,"3,717"
"Newton, AR",2018,"2,707"
"Ouachita, AR",2018,"9,749"
"Perry, AR",2018,"2,840"
"Phillips, AR",2018,"8,407"
"Pike, AR",2018,"4,390"
"Poinsett, AR",2018,"8,547"
"Polk, AR",2018,"9,561"
"Pope, AR",2018,"35,365"
"Prairie, AR",2018,"2,943"
"Pulaski, AR",2018,"331,745"
"Randolph, AR",2018,"8,497"
"St. Francis, AR",2018,"10,883"
"Saline, AR",2018,"40,093"
"Scott, AR",2018,"4,734"
"Searcy, AR",2018,"3,505"
"Sebastian, AR",2018,"85,747"
"Sevier, AR",2018,"7,239"
"Sharp, AR",2018,"6,205"
"Stone, AR",2018,"5,079"
"Union, AR",2018,"24,504"
"Van Buren, AR",2018,"6,386"
"Washington, AR",2018,"151,670"
"White, AR",2018,"36,099"
"Woodruff, AR",2018,"2,791"
"Yell, AR",2018,"9,474"
"Alameda, CA",2018,"1,097,804"
"Alpine, CA",2018,"1,300"
"Amador, CA",2018,"18,383"
"Butte, CA",2018,"116,908"
"Calaveras, CA",2018,"17,303"
"Colusa, CA",2018,"12,008"
"Contra Costa, CA",2018,"579,521"
"Del Norte, CA",2018,"11,068"
"El Dorado, CA",2018,"94,051"
"Fresno, CA",2018,"510,394"
"Glenn, CA",2018,"12,998"
"Humboldt, CA",2018,"74,294"
"Imperial, CA",2018,"80,918"
"Inyo, CA",2018,"10,470"
"Kern, CA",2018,"424,583"
"Kings, CA",2018,"63,771"
"Lake, CA",2018,"25,099"
"Lassen, CA",2018,"12,711"
"Los Angeles, CA",2018,"6,581,212"
"Madera, CA",2018,"66,286"
"Marin, CA",2018,"198,559"
"Mariposa, CA",2018,"8,462"
"Mendocino, CA",2018,"50,181"
"Merced, CA",2018,"106,327"
"Modoc, CA",2018,"4,091"
"Mono, CA",2018,"10,381"
"Monterey, CA",2018,"257,361"
"Napa, CA",2018,"107,800"
"Nevada, CA",2018,"56,185"
"Orange, CA",2018,"2,308,542"
"Placer, CA",2018,"243,734"
"Plumas, CA",2018,"9,893"
"Riverside, CA",2018,"1,071,162"
"Sacramento, CA",2018,"904,747"
"San Benito, CA",2018,"24,872"
"San Bernardino, CA",2018,"1,056,664"
"San Diego, CA",2018,"2,176,967"
"San Francisco, CA",2018,"985,831"
"San Joaquin, CA",2018,"340,035"
"San Luis Obispo, CA",2018,"176,059"
"San Mateo, CA",2018,"575,280"
"Santa Barbara, CA",2018,"281,958"
"Santa Clara, CA",2018,"1,449,014"
"Santa Cruz, CA",2018,"157,613"
"Shasta, CA",2018,"92,944"
"Sierra, CA",2018,"1,177"
"Siskiyou, CA",2018,"21,486"
"Solano, CA",2018,"204,651"
"Sonoma, CA",2018,"311,917"
"Stanislaus, CA",2018,"253,760"
"Sutter, CA",2018,"44,015"
"Tehama, CA",2018,"26,339"
"Trinity, CA",2018,"4,681"
"Tulare, CA",2018,"210,856"
"Tuolumne, CA",2018,"26,276"
"Ventura, CA",2018,"475,749"
"Yolo, CA",2018,"141,980"
"Yuba, CA",2018,"29,564"
"Adams, CO*",2018,"287,347"
"Alamosa, CO",2018,"11,260"
"Arapahoe, CO",2018,"470,631"
"Archuleta, CO",2018,"8,684"
"Baca, CO",2018,"2,651"
"Bent, CO",2018,"1,885"
"Boulder, CO*",2018,"274,950"
"Broomfield, CO*",2018,"53,115"
"Chaffee, CO",2018,"13,253"
"Cheyenne, CO",2018,"1,603"
"Clear Creek, CO",2018,"5,097"
"Conejos, CO",2018,"3,357"
"Costilla, CO",2018,"1,683"
"Crowley, CO",2018,"1,712"
"Custer, CO",2018,"2,287"
"Delta, CO",2018,"15,903"
"Denver, CO",2018,"696,553"
"Dolores, CO",2018,"1,214"
